year,session,code,subject,papers,max_mark,9,8,7,6,5,4,3,2,1,u
2023,Jun,1RB0,Religious Studies B,1B 3D,204,146,137,129,118,107,97,69,41,13,0
2023,Jun,1RB0,Religious Studies B,1B 3G,204,144,135,127,115,103,92,66,40,14,0
2023,Jun,1RB0,Religious Studies B,1C 2B,204,140,131,123,110,98,86,61,36,11,0
2023,Jun,1RB0,Religious Studies B,1C 2F,204,141,132,124,113,102,92,67,42,17,0
2023,Jun,1RB0,Religious Studies B,1C 3B,204,152,144,137,125,114,103,74,45,17,0
2023,Jun,1RB0,Religious Studies B,1D 2B,204,145,136,128,114,101,88,64,40,16,0
2023,Jun,1RB0,Religious Studies B,1D 3B,204,159,150,142,129,117,105,77,49,22,0
2023,Jun,1RB0,Religious Studies B,1D 3C,204,151,142,134,118,103,88,64,40,17,0
2023,Jun,1RB0,Religious Studies B,1E 2B,204,144,135,127,115,103,92,66,41,16,0
2023,Jun,1RB0,Religious Studies B,1E 3G,204,150,141,133,122,111,100,73,46,19,0
2023,Jun,1RB0,Religious Studies B,1F 2B,204,137,128,120,107,94,82,59,36,14,0
2023,Jun,1RB0,Religious Studies B,1F 3B,204,151,142,134,122,110,99,72,46,20,0
2023,Jun,1RB0,Religious Studies B,1G 2B,204,143,134,126,114,102,90,65,40,15,0
2023,Jun,1RB0,Religious Studies B,1G 2C,204,150,141,133,121,109,97,70,43,16,0
2023,Jun,1RB0,Religious Studies B,1G 3B,204,157,148,140,129,118,107,78,49,21,0
2023,Jun,1RB0,Religious Studies B,2B 3C,204,137,128,120,105,90,76,54,32,11,0
2023,Jun,1RB0,Religious Studies B,2C 3B,204,152,143,135,123,111,100,72,44,17,0
2023,Jun,1RB0,Religious Studies B,2D 3B,204,151,142,134,121,108,95,69,43,18,0
2023,Jun,1RB0,Religious Studies B,2F 3B,204,146,137,129,119,109,99,73,47,22,0
2023,Jun,1RU0,Russian (Foundation),1F 2F 3F 4F,280,,,,,155,124,93,62,31,0
2023,Jun,1RU0,Russian (Higher),1H 2H 3H 4H,280,234,194,154,133,113,93,83,,,0
2023,Jun,1RU0,Russian (Higher),1H 2HT 3H 4H,280,234,194,154,133,113,93,83,,,0
2023,Jun,1SP0,Spanish (Foundation),1F 2F 3F 4F,280,,,,,180,156,112,68,24,0
2023,Jun,1SP0,Spanish (Foundation),1F 2FT 3F 4F,280,,,,,180,156,112,68,24,0
2023,Jun,1SP0,Spanish (Higher),1H 2H 3H 4H,280,239,207,175,150,126,102,90,,,0
2023,Jun,1SP0,Spanish (Higher),1H 2HT 3H 4H,280,239,207,175,150,126,102,90,,,0
2023,Jun,1ST0,Statistics (Foundation),1F 2F,160,,,,,89,71,51,31,11,0
2023,Jun,1ST0,Statistics (Higher),1H 2H,160,120,102,84,65,46,27,17,,,0
2023,Jun,1TD0,Art & Design: 3D Design,01 02,180,147,134,122,105,89,73,52,31,10,0
2023,Jun,1TE0,Art & Design: Textile Design,01 02,180,147,134,122,105,89,73,52,31,10,0
2023,Jun,1TU0,Turkish (Foundation),1F 2F 3F 4F,280,,,,,170,136,102,68,34,0
2023,Jun,1TU0,Turkish (Higher),1H 2H 3H 4H,280,238,215,192,164,137,110,96,,,0
2023,Jun,1UR0,Urdu (Foundation),1F 2F 3F 4F,280,,,,,202,177,127,77,27,0
2023,Jun,1UR0,Urdu (Higher),1H 2H 3H 4H,280,262,251,241,214,187,161,148,,,0
2023,Nov,1EN0,English Language,01 02,160,131,122,113,102,91,80,58,36,15,0
2023,Nov,1EN2,English Language 2.0,01 02,160,134,123,113,99,86,73,52,31,10,0
2023,Nov,1MA1,Mathematics (Foundation),1F 2F 3F,240,,,,,175,140,104,68,33,0
2023,Nov,1MA1,Mathematics (Higher),1H 2H 3H,240,203,174,145,112,79,47,31,,,0
2024,Jun,1AA0,Arabic (Foundation),1F 2F 3F 4F,280,,,,,158,136,109,82,55,0
2024,Jun,1AA0,Arabic (Higher),1H 2H 3H 4H,280,225,196,168,146,124,103,92,,,0
2024,Jun,1AA0,Arabic (Higher),1H 2HT 3H 4H,280,225,196,168,146,124,103,92,,,0
2024,Jun,1AD0,"Art, Craft & Design",01 02,180,147,134,122,105,89,73,52,31,10,0
2024,Jun,1AS0,Astronomy,01 02,200,156,140,124,109,94,80,60,41,22,0
2024,Jun,1BH0,Biblical Hebrew,01 02,200,162,150,138,126,114,102,85,68,51,0
2024,Jun,1BI0,Biology (Foundation),1F 2F,200,,,,,130,111,81,51,22,0
2024,Jun,1BI0,Biology (Higher),1H 2H,200,166,152,139,116,93,71,60,,,0
2024,Jun,1BS0,Business,01 02,180,147,137,128,114,100,86,62,39,16,0
2024,Jun,1CH0,Chemistry (Foundation),1F 2F,200,,,,,119,99,75,51,28,0
2024,Jun,1CH0,Chemistry (Higher),1H 2H,200,148,128,109,87,66,45,34,,,0
2024,Jun,1CN0,Chinese (Foundation),1F 2F 3F 4F,280,,,,,199,157,115,73,31,0
2024,Jun,1CN0,Chinese (Higher),1H 2H 3H 4H,280,211,184,157,130,103,77,64,,,0
2024,Jun,1CP2,Computer Science,01 02,150,119,105,91,76,61,47,34,21,8,0
2024,Jun,1CS0,Citizenship Studies,01 02,160,134,124,115,100,85,71,51,32,13,0
2024,Jun,1DR0,Drama,01 02 03,240,200,188,176,160,144,128,96,64,32,0
2024,Jun,1DR0,Drama,01T 02T 03,240,200,188,176,160,144,128,96,64,32,0
2024,Jun,1DT0,Design and Technology,02 1A,200,144,131,118,103,89,75,54,33,12,0
2024,Jun,1DT0,Design and Technology,02 1B,200,141,129,117,103,89,76,54,33,12,0
2024,Jun,1DT0,Design and Technology,02 1C,200,144,131,118,103,89,75,53,32,11,0
2024,Jun,1DT0,Design and Technology,02 1D,200,144,131,118,103,89,75,54,33,12,0
2024,Jun,1DT0,Design and Technology,02 1E,200,141,129,117,103,89,76,55,34,13,0
2024,Jun,1DT0,Design and Technology,02 1F,200,140,126,113,99,85,71,52,33,14,0
2024,Jun,1DT0,Design and Technology,02T 1B,200,141,129,117,103,89,76,54,33,12,0
2024,Jun,1DT0,Design and Technology,02T 1F,200,140,126,113,99,85,71,52,33,14,0
2024,Jun,1EN0,English Language,01 02,160,132,123,114,104,94,84,64,45,26,0
2024,Jun,1EN2,English Language 2.0,01 02,160,142,132,123,110,97,84,64,44,24,0
2024,Jun,1ET0,English Literature,01 02,160,133,122,112,98,84,70,51,33,15,0
2024,Jun,1FA0,Art & Design: Fine Art,01 02,180,147,134,122,105,89,73,52,31,10,0
2024,Jun,1FR0,French (Foundation),1F 2F 3F 4F,280,,,,,192,168,130,93,56,0
2024,Jun,1FR0,French (Foundation),1F 2FT 3F 4F,280,,,,,192,168,130,93,56,0
2024,Jun,1FR0,French (Higher),1H 2H 3H 4H,280,226,199,172,149,126,103,91,,,0
2024,Jun,1FR0,French (Higher),1H 2HT 3H 4H,280,226,199,172,149,126,103,91,,,0
2024,Jun,1GA0,Geography A,01 02 03,256,209,193,177,157,138,119,84,50,16,0
2024,Jun,1GB0,Geography B,01 02 03,256,210,193,177,158,139,120,86,52,19,0
2024,Jun,1GC0,Art & Design: Graphic Communication,01 02,180,147,134,122,105,89,73,52,31,10,0
2024,Jun,1GK0,Greek (Foundation),1F 2F 3F 4F,280,,,,,259,208,157,106,55,0
2024,Jun,1GK0,Greek (Foundation),1F 2FT 3F 4F,280,,,,,259,208,157,106,55,0
2024,Jun,1GK0,Greek (Higher),1H 2H 3H 4H,280,254,236,218,200,183,166,157,,,0
2024,Jun,1GK0,Greek (Higher),1H 2HT 3H 4H,280,254,236,218,200,183,166,157,,,0
2024,Jun,1GN0,German (Foundation),1F 2F 3F 4F,280,,,,,190,161,121,81,41,0
2024,Jun,1GN0,German (Higher),1H 2H 3H 4H,280,220,197,174,148,123,98,85,,,0
2024,Jun,1GN0,German (Higher),1H 2HT 3H 4H,280,220,197,174,148,123,98,85,,,0
2024,Jun,1GU0,Gujarati (Foundation),1F 2F 3F 4F,280,,,,,152,122,92,62,33,0
2024,Jun,1GU0,Gujarati (Higher),1H 2H 3H 4H,280,247,219,191,163,136,109,95,,,0
2024,Jun,1HI0,History,10 2A 30,168,145,133,121,108,95,82,61,40,19,0
2024,Jun,1HI0,History,10 2A 31,168,144,132,120,106,92,79,58,37,17,0
2024,Jun,1HI0,History,10 2B 30,168,146,134,122,109,96,84,63,42,21,0
2024,Jun,1HI0,History,10 2B 31,168,145,133,121,107,94,81,60,39,19,0
2024,Jun,1HI0,History,10 2C 30,168,145,133,121,108,96,84,62,40,18,0
2024,Jun,1HI0,History,10 2C 31,168,144,132,120,107,94,81,59,37,16,0
2024,Jun,1HI0,History,10 2D 31,168,144,132,120,106,93,80,58,37,16,0
2024,Jun,1HI0,History,10 2E 30,168,145,133,121,108,95,82,61,40,19,0
2024,Jun,1HI0,History,10 2E 31,168,144,132,120,106,92,79,58,37,17,0
2024,Jun,1HI0,History,10 2F 31,168,145,133,121,107,94,81,60,39,19,0
2024,Jun,1HI0,History,10 2G 30,168,145,133,121,108,96,84,62,40,18,0
2024,Jun,1HI0,History,10 2G 31,168,144,132,120,107,94,81,59,37,16,0
2024,Jun,1HI0,History,10 2H 31,168,144,132,120,106,93,80,58,37,16,0
2024,Jun,1HI0,History,10 2H 33,168,144,132,120,106,92,79,58,38,18,0
2024,Jun,1HI0,History,10 2J 31,168,143,132,121,107,94,81,60,39,18,0
2024,Jun,1HI0,History,10 2J 33,168,140,130,121,107,93,80,60,40,20,0
2024,Jun,1HI0,History,10 2K 30,168,147,135,123,110,98,86,64,43,22,0
2024,Jun,1HI0,History,10 2K 31,168,146,134,122,109,96,83,62,41,20,0
2024,Jun,1HI0,History,10 2K 32,168,146,134,122,108,95,82,62,42,22,0
2024,Jun,1HI0,History,10 2K 33,168,146,134,122,108,95,82,62,42,22,0
2024,Jun,1HI0,History,10 2L 31,168,143,132,121,108,95,83,61,39,17,0
2024,Jun,1HI0,History,10 2L 33,168,145,133,121,108,95,82,61,40,19,0
2024,Jun,1HI0,History,10 2M 30,168,146,134,122,109,97,85,63,41,19,0
2024,Jun,1HI0,History,10 2M 31,168,145,133,121,108,95,82,60,38,17,0
2024,Jun,1HI0,History,10 2M 33,168,145,133,121,107,94,81,60,39,19,0
2024,Jun,1HI0,History,10 2N 30,168,145,133,121,108,95,82,61,40,19,0
2024,Jun,1HI0,History,10 2N 31,168,146,133,120,106,92,79,58,37,17,0
2024,Jun,1HI0,History,10 2N 33,168,144,132,120,106,92,78,58,38,19,0
2024,Jun,1HI0,History,10 2P 30,168,146,134,122,109,96,84,63,42,21,0
2024,Jun,1HI0,History,10 2P 31,168,145,133,121,107,94,81,60,39,19,0
2024,Jun,1HI0,History,10 2P 32,168,145,133,121,107,93,80,60,40,21,0
2024,Jun,1HI0,History,10 2P 33,168,152,136,121,107,93,80,60,40,21,0
2024,Jun,1HI0,History,10 2Q 30,168,145,133,121,108,96,84,62,40,18,0
2024,Jun,1HI0,History,10 2Q 31,168,149,134,120,107,94,81,59,37,16,0
2024,Jun,1HI0,History,10 2Q 33,168,148,134,120,106,93,80,59,38,18,0
2024,Jun,1HI0,History,10 2R 30,168,145,133,121,108,95,83,61,39,18,0
2024,Jun,1HI0,History,10 2R 31,168,145,132,120,106,93,80,58,37,16,0
2024,Jun,1HI0,History,10 2R 32,168,144,132,120,106,92,79,58,38,18,0
2024,Jun,1HI0,History,10 2R 33,168,144,132,120,106,92,79,58,38,18,0
2024,Jun,1HI0,History,10 2T 31,168,144,132,120,106,93,80,59,38,18,0
2024,Jun,1HI0,History,10 2U 31,168,145,133,121,108,95,82,61,40,20,0
2024,Jun,1HI0,History,10 2U 33,168,145,133,121,107,94,81,61,41,22,0
2024,Jun,1HI0,History,10 2W 31,168,144,132,120,107,94,81,59,38,17,0
2024,Jun,1HI0,History,11 2A 31,168,146,134,122,108,94,80,59,38,17,0
2024,Jun,1HI0,History,11 2B 31,168,147,135,123,109,95,82,61,40,19,0
2024,Jun,1HI0,History,11 2C 31,168,146,134,122,108,95,82,60,38,16,0
2024,Jun,1HI0,History,11 2D 31,168,146,134,122,108,94,81,59,37,16,0
2024,Jun,1HI0,History,11 2D 33,168,146,134,122,108,94,80,59,38,18,0
2024,Jun,1HI0,History,11 2E 31,168,146,134,122,108,94,80,59,38,17,0
2024,Jun,1HI0,History,11 2F 31,168,147,135,123,109,95,82,61,40,19,0
2024,Jun,1HI0,History,11 2G 31,168,146,134,122,108,95,82,60,38,16,0
2024,Jun,1HI0,History,11 2G 33,168,146,134,122,108,94,81,60,39,18,0
2024,Jun,1HI0,History,11 2H 31,168,147,134,122,108,94,81,59,37,16,0
2024,Jun,1HI0,History,11 2H 33,168,146,134,122,108,94,80,59,38,18,0
2024,Jun,1HI0,History,11 2J 30,168,148,136,124,111,98,85,63,41,20,0
2024,Jun,1HI0,History,11 2J 31,168,146,134,123,109,95,82,60,39,18,0
2024,Jun,1HI0,History,11 2J 32,168,147,135,123,109,95,81,60,40,20,0
2024,Jun,1HI0,History,11 2J 33,168,143,133,123,109,95,81,60,40,20,0
2024,Jun,1HI0,History,11 2K 31,168,147,135,124,110,97,84,62,41,20,0
2024,Jun,1HI0,History,11 2K 33,168,148,136,124,110,96,83,62,42,22,0
2024,Jun,1HI0,History,11 2L 31,168,147,135,123,110,97,84,61,39,17,0
2024,Jun,1HI0,History,11 2L 33,168,147,135,123,109,96,83,61,40,19,0
2024,Jun,1HI0,History,11 2M 30,168,148,136,124,111,98,86,63,41,19,0
2024,Jun,1HI0,History,11 2M 31,168,145,134,123,109,96,83,61,39,17,0
2024,Jun,1HI0,History,11 2M 32,168,147,135,123,109,95,82,61,40,19,0
2024,Jun,1HI0,History,11 2M 33,168,145,134,123,109,95,82,61,40,19,0
2024,Jun,1HI0,History,11 2N 30,168,147,135,123,109,96,83,61,40,19,0
2024,Jun,1HI0,History,11 2N 31,168,146,134,122,108,94,80,59,38,17,0
2024,Jun,1HI0,History,11 2N 32,168,146,134,122,107,93,79,59,39,19,0
2024,Jun,1HI0,History,11 2N 33,168,145,133,122,107,93,79,59,39,19,0
2024,Jun,1HI0,History,11 2P 30,168,148,136,124,111,98,85,63,42,21,0
2024,Jun,1HI0,History,11 2P 31,168,149,136,123,109,95,82,61,40,19,0
2024,Jun,1HI0,History,11 2P 32,168,147,135,123,109,95,81,61,41,21,0
2024,Jun,1HI0,History,11 2P 33,168,147,135,123,109,95,81,61,41,21,0
2024,Jun,1HI0,History,11 2Q 30,168,147,135,123,110,97,85,62,40,18,0
2024,Jun,1HI0,History,11 2Q 31,168,147,134,122,108,95,82,60,38,16,0
2024,Jun,1HI0,History,11 2Q 33,168,146,134,122,108,94,81,60,39,18,0
2024,Jun,1HI0,History,11 2R 30,168,145,134,123,110,97,84,62,40,18,0
2024,Jun,1HI0,History,11 2R 31,168,146,134,122,108,94,81,59,37,16,0
2024,Jun,1HI0,History,11 2R 32,168,146,134,122,108,94,80,59,38,18,0
2024,Jun,1HI0,History,11 2R 33,168,145,133,122,108,94,80,59,38,18,0
2024,Jun,1HI0,History,11 2T 30,168,147,135,123,110,97,84,62,41,20,0
2024,Jun,1HI0,History,11 2T 31,168,146,134,122,108,94,81,60,39,18,0
2024,Jun,1HI0,History,11 2T 32,168,146,134,122,108,94,80,60,40,20,0
2024,Jun,1HI0,History,11 2U 31,168,147,135,123,109,96,83,62,41,20,0
2024,Jun,1HI0,History,11 2V 31,168,146,134,122,109,96,83,61,39,17,0
2024,Jun,1HI0,History,11 2V 33,168,146,134,122,108,95,82,61,40,19,0
2024,Jun,1HI0,History,11 2W 30,168,147,135,123,110,97,85,63,41,19,0
2024,Jun,1HI0,History,11 2W 31,168,146,134,122,108,95,82,60,38,17,0
2024,Jun,1HI0,History,11 2W 33,168,146,134,122,108,94,81,60,39,19,0
2024,Jun,1HI0,History,12 2A 31,168,145,133,121,106,92,78,57,36,16,0
2024,Jun,1HI0,History,12 2A 33,168,145,133,121,106,91,77,57,37,18,0
2024,Jun,1HI0,History,12 2B 31,168,146,134,122,108,94,80,59,38,18,0
2024,Jun,1HI0,History,12 2D 30,168,146,134,122,108,95,82,60,38,17,0
2024,Jun,1HI0,History,12 2D 31,168,145,133,121,107,93,79,57,36,15,0
2024,Jun,1HI0,History,12 2D 33,168,145,133,121,106,92,78,57,37,17,0
2024,Jun,1HI0,History,12 2E 30,168,146,134,122,108,94,81,60,39,18,0
2024,Jun,1HI0,History,12 2G 31,168,145,133,121,107,93,80,58,36,15,0
2024,Jun,1HI0,History,12 2H 30,168,146,134,122,108,95,82,60,38,17,0
2024,Jun,1HI0,History,12 2H 31,168,145,133,121,107,93,79,57,36,15,0
2024,Jun,1HI0,History,12 2J 31,168,146,134,122,108,94,80,59,38,17,0
2024,Jun,1HI0,History,12 2J 32,168,146,134,122,107,93,79,59,39,19,0
2024,Jun,1HI0,History,12 2K 31,168,147,135,123,109,95,82,61,40,19,0
2024,Jun,1HI0,History,12 2L 31,168,146,134,122,108,95,82,60,38,16,0
2024,Jun,1HI0,History,12 2M 31,168,146,134,122,108,94,81,59,37,16,0
2024,Jun,1HI0,History,12 2N 30,168,146,134,122,108,94,81,60,39,18,0
2024,Jun,1HI0,History,12 2N 31,168,146,133,121,106,92,78,57,36,16,0
2024,Jun,1HI0,History,12 2N 33,168,145,133,121,106,91,77,57,37,18,0
2024,Jun,1HI0,History,12 2P 30,168,147,135,123,109,96,83,62,41,20,0
2024,Jun,1HI0,History,12 2P 31,168,146,134,122,108,94,80,59,38,18,0
2024,Jun,1HI0,History,12 2Q 31,168,145,133,121,107,93,80,58,36,15,0
2024,Jun,1HI0,History,12 2Q 33,168,145,133,121,107,93,79,58,37,17,0
2024,Jun,1HI0,History,12 2R 30,168,146,134,122,108,95,82,60,38,17,0
2024,Jun,1HI0,History,12 2R 31,168,147,134,121,107,93,79,57,36,15,0
2024,Jun,1HI0,History,12 2R 33,168,145,133,121,106,92,78,57,37,17,0
2024,Jun,1HI0,History,12 2T 31,168,145,133,121,107,93,79,58,37,17,0
2024,Jun,1HI0,History,12 2U 31,168,146,134,122,108,94,81,60,39,19,0
2024,Jun,1HI0,History,12 2V 31,168,145,133,121,107,94,81,59,37,16,0
2024,Jun,1HI0,History,12 2W 30,168,146,134,122,109,96,83,61,39,18,0
2024,Jun,1HI0,History,12 2W 31,168,145,133,121,107,93,80,58,37,16,0
2024,Jun,1HI0,History,13 2D 31,168,146,134,122,108,94,81,59,37,16,0
2024,Jun,1HI0,History,13 2D 33,168,146,134,122,108,94,80,59,38,18,0
2024,Jun,1HI0,History,13 2H 31,168,146,134,122,108,94,81,59,37,16,0
2024,Jun,1HI0,History,13 2J 31,168,147,135,123,109,95,82,60,39,18,0
2024,Jun,1HI0,History,13 2K 31,168,148,136,124,110,97,84,62,41,20,0
2024,Jun,1HI0,History,13 2L 31,168,147,135,123,110,97,84,61,39,17,0
2024,Jun,1HI0,History,13 2M 31,168,147,135,123,109,96,83,61,39,17,0
2024,Jun,1HI0,History,13 2M 33,168,147,135,123,109,95,82,61,40,19,0
2024,Jun,1HI0,History,13 2N 30,168,147,135,123,109,96,83,61,40,19,0
2024,Jun,1HI0,History,13 2N 31,168,149,135,122,108,94,80,59,38,17,0
2024,Jun,1HI0,History,13 2N 33,168,146,134,122,107,93,79,59,39,19,0
2024,Jun,1HI0,History,13 2P 31,168,147,135,123,109,95,82,61,40,19,0
2024,Jun,1HI0,History,13 2P 32,168,147,135,123,109,95,81,61,41,21,0
2024,Jun,1HI0,History,13 2Q 30,168,147,135,123,110,97,85,62,40,18,0
2024,Jun,1HI0,History,13 2Q 31,168,154,138,122,108,95,82,60,38,16,0
2024,Jun,1HI0,History,13 2R 30,168,147,135,123,110,97,84,62,40,18,0
2024,Jun,1HI0,History,13 2R 31,168,150,136,122,108,94,81,59,37,16,0
2024,Jun,1HI0,History,13 2R 32,168,146,134,122,108,94,80,59,38,18,0
2024,Jun,1HI0,History,13 2R 33,168,147,134,122,108,94,80,59,38,18,0
2024,Jun,1HI0,History,13 2T 33,168,146,134,122,108,94,80,60,40,20,0
2024,Jun,1HI0,History,13 2W 33,168,146,134,122,108,94,81,60,39,19,0
2024,Jun,1IN0,Italian (Foundation),1F 2F 3F 4F,280,,,,,203,163,123,83,43,0
2024,Jun,1IN0,Italian (Higher),1H 2H 3H 4H,280,255,231,207,179,151,123,109,,,0
2024,Jun,1IN0,Italian (Higher),1H 2HT 3H 4H,280,255,231,207,179,151,123,109,,,0
2024,Jun,1JA0,Japanese (Foundation),1F 2F 3F 4F,280,,,,,194,156,118,81,44,0
2024,Jun,1JA0,Japanese (Higher),1H 2H 3H 4H,280,219,194,169,144,119,94,81,,,0
2024,Jun,1MA1,Mathematics (Foundation),1F 2F 3F,240,,,,,175,142,103,65,27,0
2024,Jun,1MA1,Mathematics (Higher),1H 2H 3H,240,197,167,137,105,73,42,26,,,0
2024,Jun,1MU0,Music,01 02 03,200,170,160,150,137,124,111,88,65,43,0
2024,Jun,1MU0,Music,01 02T 03,200,170,160,150,137,124,111,88,65,43,0
2024,Jun,1MU0,Music,01T 02T 03,200,170,160,150,137,124,111,88,65,43,0
2024,Jun,1PE0,Physical Education,01 02 03 04,350,278,261,245,223,201,180,138,96,55,0
2024,Jun,1PE0,Physical Education,01 02 03 04T,350,278,261,245,223,201,180,138,96,55,0
2024,Jun,1PE0,Physical Education,01 02 03T 04,350,278,261,245,223,201,180,138,96,55,0
2024,Jun,1PE0,Physical Education,01 02 03T 04T,350,278,261,245,223,201,180,138,96,55,0
2024,Jun,1PG0,Portuguese (Foundation),1F 2F 3F 4F,280,,,,,205,163,121,79,38,0
2024,Jun,1PG0,Portuguese (Higher),1H 2H 3H 4H,280,254,236,219,189,159,130,115,,,0
2024,Jun,1PG0,Portuguese (Higher),1H 2HT 3H 4H,280,254,236,219,189,159,130,115,,,0
2024,Jun,1PH0,Physics (Foundation),1F 2F,200,,,,,135,119,90,62,34,0
2024,Jun,1PH0,Physics (Higher),1H 2H,200,161,146,131,109,87,66,55,,,0
2024,Jun,1PN0,Persian (Foundation),1F 2F 3F 4F,280,,,,,209,166,123,81,39,0
2024,Jun,1PN0,Persian (Higher),1H 2H 3H 4H,280,243,223,203,183,163,143,133,,,0
2024,Jun,1PS0,Psychology,01 02,180,121,109,97,83,70,57,42,27,12,0
2024,Jun,1PY0,Art & Design: Photography,01 02,180,147,134,122,105,89,73,52,31,10,0
2024,Jun,1PY0,Art & Design: Photography,01T 02,180,147,134,122,105,89,73,52,31,10,0
2024,Jun,1RA0,Religious Studies A,1A 2C 3A,204,146,133,121,107,93,80,57,34,11,0
2024,Jun,1RA0,Religious Studies A,1A 2C 4A,204,149,136,124,111,98,85,60,35,11,0
2024,Jun,1RA0,Religious Studies A,1A 2F 3A,204,139,126,114,99,84,70,49,28,8,0
2024,Jun,1RA0,Religious Studies A,1A 2F 4A,204,142,129,117,103,89,75,52,30,8,0
2024,Jun,1RA0,Religious Studies A,1B 2C 3B,204,147,134,122,107,92,77,55,34,13,0
2024,Jun,1RA0,Religious Studies A,1B 2C 4A,204,150,137,125,111,97,84,60,36,13,0
2024,Jun,1RA0,Religious Studies A,1B 2D 3B,204,147,134,122,103,85,67,47,28,9,0
2024,Jun,1RA0,Religious Studies A,1B 2E 4A,204,149,136,124,109,94,80,57,34,11,0
2024,Jun,1RA0,Religious Studies A,1B 2F 3B,204,140,127,115,99,83,67,48,29,10,0
2024,Jun,1RA0,Religious Studies A,1B 2F 4A,204,143,130,118,103,88,74,52,31,10,0
2024,Jun,1RA0,Religious Studies A,1C 2A 3C,204,157,144,132,119,106,93,69,46,23,0
2024,Jun,1RA0,Religious Studies A,1C 2B 3C,204,164,151,139,126,113,100,75,51,27,0
2024,Jun,1RA0,Religious Studies A,1C 2B 4B,204,165,152,140,126,113,100,73,46,20,0
2024,Jun,1RA0,Religious Studies A,1C 2F 3C,204,156,143,131,117,103,90,67,45,23,0
2024,Jun,1RB0,Religious Studies B,1A 2C,204,147,136,126,111,96,81,58,35,13,0
2024,Jun,1RB0,Religious Studies B,1A 2F,204,131,120,110,97,84,71,51,31,12,0
2024,Jun,1RB0,Religious Studies B,1B 2C,204,152,141,131,116,102,88,63,38,13,0
2024,Jun,1RB0,Religious Studies B,1B 2D,204,145,134,124,109,94,80,57,35,13,0
2024,Jun,1RB0,Religious Studies B,1B 2E,204,144,133,123,110,97,84,61,38,16,0
2024,Jun,1RB0,Religious Studies B,1B 2F,204,140,127,115,102,90,78,56,34,12,0
2024,Jun,1RB0,Religious Studies B,1B 2G,204,144,133,123,108,94,80,57,34,11,0
2024,Jun,1RB0,Religious Studies B,1B 3C,204,148,137,127,115,103,92,65,38,12,0
2024,Jun,1RB0,Religious Studies B,1B 3D,204,149,138,128,114,101,88,63,38,13,0
2024,Jun,1RB0,Religious Studies B,1B 3G,204,149,138,128,116,105,94,67,40,13,0
2024,Jun,1RB0,Religious Studies B,1C 2B,204,153,142,132,117,103,89,63,38,13,0
2024,Jun,1RB0,Religious Studies B,1C 3B,204,154,145,136,125,114,103,74,46,18,0
2024,Jun,1RB0,Religious Studies B,1D 2B,204,156,145,135,118,101,84,61,38,15,0
2024,Jun,1RB0,Religious Studies B,1D 3B,204,160,149,139,125,111,98,72,46,20,0
2024,Jun,1RB0,Religious Studies B,1E 2B,204,153,142,132,117,102,88,64,40,17,0
2024,Jun,1RB0,Religious Studies B,1E 3G,204,152,141,131,119,108,97,70,44,18,0
2024,Jun,1RB0,Religious Studies B,1F 2B,204,149,138,128,113,98,83,60,37,15,0
2024,Jun,1RB0,Religious Studies B,1F 3B,204,153,142,132,120,108,97,71,45,20,0
2024,Jun,1RB0,Religious Studies B,1G 2B,204,151,140,130,116,102,88,63,38,14,0
2024,Jun,1RB0,Religious Studies B,1G 3B,204,155,144,134,123,112,102,74,46,19,0
2024,Jun,1RB0,Religious Studies B,1G 3C,204,149,138,128,117,106,95,68,41,14,0
2024,Jun,1RB0,Religious Studies B,2B 3C,204,147,136,126,112,98,85,60,36,12,0
2024,Jun,1RB0,Religious Studies B,2C 3B,204,155,144,134,121,108,95,69,43,18,0
2024,Jun,1RB0,Religious Studies B,2D 3B,204,148,137,127,113,100,87,64,41,18,0
2024,Jun,1RB0,Religious Studies B,2F 3B,204,139,128,118,107,96,85,62,39,17,0
2024,Jun,1RB0,Religious Studies B,2G 3B,204,147,136,126,113,100,87,63,39,16,0
2024,Jun,1RU0,Russian (Foundation),1F 2F 3F 4F,280,,,,,155,124,93,62,31,0
2024,Jun,1RU0,Russian (Higher),1H 2H 3H 4H,280,228,191,154,134,114,94,84,,,0
2024,Jun,1RU0,Russian (Higher),1H 2HT 3H 4H,280,228,191,154,134,114,94,84,,,0
2024,Jun,1SP0,Spanish (Foundation),1F 2F 3F 4F,280,,,,,192,166,130,94,58,0
2024,Jun,1SP0,Spanish (Higher),1H 2H 3H 4H,280,239,208,178,152,127,102,89,,,0
2024,Jun,1ST0,Statistics (Foundation),1F 2F,160,,,,,92,70,50,31,12,0
2024,Jun,1ST0,Statistics (Higher),1H 2H,160,125,106,87,67,47,28,18,,,0
2024,Jun,1TD0,Art & Design: 3D Design,01 02,180,147,134,122,105,89,73,52,31,10,0
2024,Jun,1TE0,Art & Design: Textile Design,01 02,180,147,134,122,105,89,73,52,31,10,0
2024,Jun,1TU0,Turkish (Foundation),1F 2F 3F 4F,280,,,,,146,118,90,62,34,0
2024,Jun,1TU0,Turkish (Higher),1H 2H 3H 4H,280,244,218,192,158,125,92,75,,,0
2024,Jun,1UR0,Urdu (Foundation),1F 2F 3F 4F,280,,,,,196,168,121,74,27,0
2024,Jun,1UR0,Urdu (Higher),1H 2H 3H 4H,280,267,255,244,213,182,151,135,,,0
