year,session,code,subject,papers,max_mark,9,8,7,6,5,4,3,2,1,u
2022,Jun,1MA1,Mathematics (Higher),1H 2H 3H,240,194,165,137,104,71,38,21,,,0
2022,Jun,1MU0,Music,01 02 03,200,164,153,143,129,116,103,83,63,44,0
2022,Jun,1PE0,Physical Education,01 02 03 04,300,235,220,206,185,164,144,111,78,46,0
2022,Jun,1PG0,Portuguese (Foundation),1F 2F 3F 4F,280,,,,,154,127,95,63,32,0
2022,Jun,1PG0,Portuguese (Higher),1H 2H 3H 4H,280,232,209,186,157,128,100,86,,,0
2022,Jun,1PH0,Physics (Foundation),1F 2F,200,,,,,123,104,75,46,17,0
2022,Jun,1PH0,Physics (Higher),1H 2H,200,156,138,121,99,78,57,46,,,0
2022,Jun,1PN0,Persian (Foundation),1F 2F 3F 4F,280,,,,,167,133,99,66,33,0
2022,Jun,1PN0,Persian (Higher),1H 2H 3H 4H,280,236,210,184,158,132,106,93,,,0
2022,Jun,1PS0,Psychology,,180,110,99,87,75,63,52,38,24,10,0
2022,Jun,1PY0,Art & Design: Photography,,72,59,53,48,41,34,27,19,11,4,0
2022,Jun,1RA0,Religious Studies A,1A 2C 3A,204,138,127,116,102,89,76,54,33,12,0
2022,Jun,1RA0,Religious Studies A,1A 2F 3A,204,135,123,112,97,82,67,48,29,11,0
2022,Jun,1RA0,Religious Studies A,1A 2F 4A,204,136,124,113,99,85,72,52,32,12,0
2022,Jun,1RA0,Religious Studies A,1B 2C 3B,204,143,131,120,107,94,81,58,35,13,0
2022,Jun,1RA0,Religious Studies A,1B 2C 4A,204,143,131,120,107,94,81,58,35,13,0
2022,Jun,1RA0,Religious Studies A,1B 2E 4A,204,140,128,117,104,91,78,56,34,12,0
2022,Jun,1RA0,Religious Studies A,1B 2F 3B,204,139,127,116,101,86,72,52,32,12,0
2022,Jun,1RA0,Religious Studies A,1C 2A 3C,204,150,138,127,114,101,89,64,39,14,0
2022,Jun,1RA0,Religious Studies A,1C 2B 3C,204,151,139,128,115,102,90,64,39,14,0
2022,Jun,1RA0,Religious Studies A,1C 2B 4B,204,152,140,129,116,103,91,65,39,14,0
2022,Jun,1RA0,Religious Studies A,1C 2F 3C,204,150,138,127,113,99,85,61,37,14,0
2022,Jun,1RB0,Religious Studies B,1A 2C,204,135,125,115,102,89,76,55,34,13,0
2022,Jun,1RB0,Religious Studies B,1A 2F,204,130,120,110,98,86,75,55,35,15,0
2022,Jun,1RB0,Religious Studies B,1A 3F,204,130,120,110,97,84,72,52,32,13,0
2022,Jun,1RB0,Religious Studies B,1B 2C,204,145,135,125,111,97,83,61,39,18,0
2022,Jun,1RB0,Religious Studies B,1B 2D,204,145,135,125,110,96,82,60,38,17,0
2022,Jun,1RB0,Religious Studies B,1B 2E,204,149,139,129,115,102,89,66,44,22,0
2022,Jun,1RB0,Religious Studies B,1B 2F,204,139,129,120,107,94,82,61,40,20,0
2022,Jun,1RB0,Religious Studies B,1B 2G,204,143,133,123,110,97,84,62,41,20,0
2022,Jun,1RB0,Religious Studies B,1B 3C,204,142,132,122,108,95,82,61,40,20,0
2022,Jun,1RB0,Religious Studies B,1B 3D,204,142,132,122,108,95,82,61,40,20,0
2022,Jun,1RB0,Religious Studies B,1B 3F,204,140,130,120,106,92,79,58,38,18,0
2022,Jun,1RB0,Religious Studies B,1B 3G,204,146,136,126,112,98,85,62,40,18,0
2022,Jun,1RB0,Religious Studies B,1C 2B,204,141,131,122,109,96,83,60,37,15,0
2022,Jun,1RB0,Religious Studies B,1C 3B,204,153,143,134,120,106,92,67,43,19,0
2022,Jun,1RB0,Religious Studies B,1D 2B,204,145,135,125,111,97,84,61,38,16,0
2022,Jun,1RB0,Religious Studies B,1D 3B,204,157,147,137,122,107,93,68,44,20,0
2022,Jun,1RB0,Religious Studies B,1E 2B,204,143,133,123,110,97,85,62,39,17,0
2022,Jun,1RB0,Religious Studies B,1F 2B,204,137,127,117,104,92,80,58,37,16,0
2022,Jun,1RB0,Religious Studies B,1F 3B,204,149,139,129,115,102,89,66,43,20,0
2022,Jun,1RB0,Religious Studies B,1G 2B,204,144,134,124,111,99,87,64,41,18,0
2022,Jun,1RB0,Religious Studies B,1G 3B,204,156,146,136,122,109,96,71,46,22,0
2022,Jun,1RB0,Religious Studies B,2B 3C,204,137,127,117,104,92,80,58,37,16,0
2022,Jun,1RB0,Religious Studies B,2B 3F,204,135,125,115,102,89,77,56,35,14,0
2022,Jun,1RB0,Religious Studies B,2C 3B,204,152,142,132,118,104,90,66,42,18,0
2022,Jun,1RB0,Religious Studies B,2D 3B,204,152,142,132,117,103,89,65,41,17,0
2022,Jun,1RB0,Religious Studies B,2D 3F,204,139,129,119,105,91,77,56,35,15,0
2022,Jun,1RU0,Russian (Foundation),1F 2F 3F 4F,280,,,,,141,118,88,59,30,0
2022,Jun,1RU0,Russian (Higher),1H 2H 3H 4H,280,235,194,154,126,98,71,57,,,0
2022,Jun,1SP0,Spanish (Foundation),1F 2F 3F 4F,280,,,,,173,151,109,68,27,0
2022,Jun,1SP0,Spanish (Higher),1H 2H 3H 4H,280,233,205,177,153,129,105,93,,,0
2022,Jun,1ST0,Statistics (Foundation),1F 2F,160,,,,,94,76,56,37,18,0
2022,Jun,1ST0,Statistics (Higher),1H 2H,160,121,101,82,62,43,24,14,,,0
2022,Jun,1TD0,Art & Design: 3D Design,,72,59,53,48,41,34,27,19,11,4,0
2022,Jun,1TE0,Art & Design: Textile Design,,72,59,53,48,41,34,27,19,11,4,0
2022,Jun,1TU0,Turkish (Foundation),1F 2F 3F 4F,280,,,,,174,139,104,69,35,0
2022,Jun,1TU0,Turkish (Higher),1H 2H 3H 4H,280,236,209,182,159,136,113,101,,,0
2022,Jun,1UR0,Urdu (Foundation),1F 2F 3F 4F,280,,,,,212,182,129,77,25,0
2022,Jun,1UR0,Urdu (Higher),1H 2H 3H 4H,280,252,240,228,199,170,142,128,,,0
2022,Jun,3PE0,Physical Education (Short Course),01 02,150,137,124,111,97,83,70,51,32,13,0
2022,Jun,3RA0,Religious Studies A (Short Course),01 04,102,72,67,62,57,52,47,35,23,12,0
2022,Jun,3RA0,Religious Studies A (Short Course),02 03,102,68,65,62,59,56,53,39,25,12,0
2022,Jun,3RA0,Religious Studies A (Short Course),02 04,102,70,66,62,58,54,51,38,25,12,0
2022,Jun,3RB0,Religious Studies B (Short Course),1A 2C,102,68,63,59,53,48,43,32,21,11,0
2022,Jun,3RB0,Religious Studies B (Short Course),1A 2F,102,64,59,55,50,45,40,30,20,10,0
2022,Jun,3RB0,Religious Studies B (Short Course),1B 2C,102,73,68,64,58,52,46,35,24,14,0
2022,Jun,3RB0,Religious Studies B (Short Course),1B 2E,102,68,63,59,53,48,43,32,21,11,0
2022,Jun,3RB0,Religious Studies B (Short Course),1B 2F,102,69,64,60,54,48,43,33,23,13,0
2022,Jun,3RB0,Religious Studies B (Short Course),1B 2G,102,68,63,59,53,48,43,32,21,11,0
2022,Jun,3RB0,Religious Studies B (Short Course),1C 2B,102,65,60,56,51,46,41,30,19,8,0
2022,Jun,3RB0,Religious Studies B (Short Course),1E 2B,102,64,59,55,50,46,42,31,20,9,0
2022,Jun,3RB0,Religious Studies B (Short Course),1F 2B,102,64,59,55,50,46,42,31,20,9,0
2022,Jun,3RB0,Religious Studies B (Short Course),1G 2B,102,64,59,55,50,46,42,31,20,9,0
2022,Nov,1EN0,English Language,01 02,160,127,117,108,97,87,77,57,38,19,0
2022,Nov,1EN2,English Language 2.0,01 02,160,124,115,106,93,80,68,48,29,10,0
2022,Nov,1MA1,Mathematics (Foundation),1F 2F 3F,240,,,,,173,135,100,66,32,0
2022,Nov,1MA1,Mathematics (Higher),1H 2H 3H,240,194,165,137,104,71,38,21,,,0
2023,Jun,1AA0,Arabic (Foundation),1F 2F 3F 4F,280,,,,,137,112,89,66,44,0
2023,Jun,1AA0,Arabic (Foundation),1F 2FT 3F 4F,280,,,,,137,112,89,66,44,0
2023,Jun,1AA0,Arabic (Higher),1H 2H 3H 4H,280,219,192,166,141,116,92,80,,,0
2023,Jun,1AA0,Arabic (Higher),1H 2HT 3H 4H,280,219,192,166,141,116,92,80,,,0
2023,Jun,1AD0,"Art, Craft & Design",01 02,180,147,134,122,105,89,73,52,31,10,0
2023,Jun,1AD0,"Art, Craft & Design",01T 02,180,147,134,122,105,89,73,52,31,10,0
2023,Jun,1AS0,Astronomy,01 02,200,154,139,124,109,94,79,62,46,30,0
2023,Jun,1BH0,Biblical Hebrew,01 02,200,156,141,127,114,101,89,73,57,42,0
2023,Jun,1BI0,Biology (Foundation),1F 2F,200,,,,,119,98,72,47,22,0
2023,Jun,1BI0,Biology (Higher),1H 2H,200,162,146,131,107,83,59,47,,,0
2023,Jun,1BS0,Business,01 02,180,143,132,122,108,95,82,60,38,16,0
2023,Jun,1CH0,Chemistry (Foundation),1F 2F,200,,,,,124,103,75,48,21,0
2023,Jun,1CH0,Chemistry (Higher),1H 2H,200,159,142,125,101,77,54,42,,,0
2023,Jun,1CN0,Chinese (Foundation),1F 2F 3F 4F,280,,,,,200,157,114,72,30,0
2023,Jun,1CN0,Chinese (Higher),1H 2H 3H 4H,280,225,189,154,128,102,77,64,,,0
2023,Jun,1CP2,Computer Science,01 02,150,127,112,97,80,64,48,34,20,7,0
2023,Jun,1CS0,Citizenship Studies,01 02,160,129,118,108,95,82,69,51,33,16,0
2023,Jun,1DR0,Drama,01 02 03,240,197,185,173,156,140,124,91,59,27,0
2023,Jun,1DT0,Design and Technology,02 1A,200,144,130,117,102,87,72,52,32,12,0
2023,Jun,1DT0,Design and Technology,02 1B,200,141,129,117,102,87,73,52,32,12,0
2023,Jun,1DT0,Design and Technology,02 1C,200,143,129,116,101,86,71,51,31,11,0
2023,Jun,1DT0,Design and Technology,02 1D,200,143,129,116,101,86,71,51,31,11,0
2023,Jun,1DT0,Design and Technology,02 1E,200,146,132,119,104,89,74,53,33,13,0
2023,Jun,1DT0,Design and Technology,02 1F,200,141,127,113,98,84,70,50,30,11,0
2023,Jun,1EN0,English Language,01 02,160,131,122,113,102,91,80,58,36,15,0
2023,Jun,1EN2,English Language 2.0,01 02,160,134,123,113,99,86,73,52,31,10,0
2023,Jun,1ET0,English Literature,01 02,160,132,121,110,95,81,67,49,31,13,0
2023,Jun,1FA0,Art & Design: Fine Art,01 02,180,147,134,122,105,89,73,52,31,10,0
2023,Jun,1FA0,Art & Design: Fine Art,01T 02,180,147,134,122,105,89,73,52,31,10,0
2023,Jun,1FR0,French (Foundation),1F 2F 3F 4F,280,,,,,187,162,118,74,30,0
2023,Jun,1FR0,French (Higher),1H 2H 3H 4H,280,230,205,181,155,129,104,91,,,0
2023,Jun,1GA0,Geography A,01 02 03,256,199,183,167,148,130,112,81,50,20,0
2023,Jun,1GB0,Geography B,01 02 03,256,211,194,177,156,136,116,82,48,14,0
2023,Jun,1GC0,Art & Design: Graphic Communication,01 02,180,147,134,122,105,89,73,52,31,10,0
2023,Jun,1GK0,Greek (Foundation),1F 2F 3F 4F,280,,,,,259,208,157,106,55,0
2023,Jun,1GK0,Greek (Higher),1H 2H 3H 4H,280,252,235,218,200,183,166,157,,,0
2023,Jun,1GN0,German (Foundation),1F 2F 3F 4F,280,,,,,203,176,131,86,41,0
2023,Jun,1GN0,German (Foundation),1F 2FT 3F 4F,280,,,,,203,176,131,86,41,0
2023,Jun,1GN0,German (Higher),1H 2H 3H 4H,280,230,208,187,159,131,103,89,,,0
2023,Jun,1GU0,Gujarati (Foundation),1F 2F 3F 4F,280,,,,,152,122,92,62,33,0
2023,Jun,1GU0,Gujarati (Higher),1H 2H 3H 4H,280,238,212,186,160,134,109,96,,,0
2023,Jun,1HI0,History,10 2A 30,168,147,133,120,105,90,76,55,34,14,0
2023,Jun,1HI0,History,10 2A 31,168,144,130,117,102,88,74,53,33,13,0
2023,Jun,1HI0,History,10 2A 32,168,145,131,118,103,88,74,54,34,14,0
2023,Jun,1HI0,History,10 2B 31,168,144,130,117,103,89,75,54,33,13,0
2023,Jun,1HI0,History,10 2C 31,168,141,127,114,99,84,69,50,31,13,0
2023,Jun,1HI0,History,10 2D 31,168,141,127,114,99,84,70,51,32,13,0
2023,Jun,1HI0,History,10 2D 33,168,142,128,115,100,85,71,51,32,13,0
2023,Jun,1HI0,History,10 2E 30,168,142,128,115,100,85,71,51,32,13,0
2023,Jun,1HI0,History,10 2E 31,168,139,125,112,97,83,69,50,31,12,0
2023,Jun,1HI0,History,10 2F 30,168,141,127,114,99,84,70,51,32,14,0
2023,Jun,1HI0,History,10 2F 31,168,138,124,111,96,82,68,49,31,13,0
2023,Jun,1HI0,History,10 2H 31,168,138,124,111,97,83,69,50,31,13,0
2023,Jun,1HI0,History,10 2H 33,168,139,125,112,98,84,70,51,32,13,0
2023,Jun,1HI0,History,10 2J 30,168,143,129,116,102,88,74,54,34,14,0
2023,Jun,1HI0,History,10 2J 31,168,137,125,113,99,85,72,52,32,13,0
2023,Jun,1HI0,History,10 2J 33,168,138,126,114,100,86,73,53,33,13,0
2023,Jun,1HI0,History,10 2K 30,168,145,131,118,103,88,73,53,33,13,0
2023,Jun,1HI0,History,10 2K 31,168,142,128,115,100,85,71,51,31,12,0
2023,Jun,1HI0,History,10 2L 30,168,142,128,115,100,85,71,51,32,13,0
2023,Jun,1HI0,History,10 2L 31,168,138,125,112,97,83,69,50,31,12,0
2023,Jun,1HI0,History,10 2L 33,168,140,126,113,98,84,70,50,31,12,0
2023,Jun,1HI0,History,10 2M 30,168,143,129,116,101,87,73,53,33,13,0
2023,Jun,1HI0,History,10 2M 31,168,140,126,113,99,85,71,51,31,12,0
2023,Jun,1HI0,History,10 2M 32,168,141,127,114,99,85,71,51,32,13,0
2023,Jun,1HI0,History,10 2M 33,168,140,127,114,100,86,72,52,32,12,0
2023,Jun,1HI0,History,10 2N 30,168,146,132,119,103,87,72,52,32,13,0
2023,Jun,1HI0,History,10 2N 31,168,145,130,116,100,85,70,50,31,12,0
2023,Jun,1HI0,History,10 2N 33,168,142,129,117,101,86,71,51,31,12,0
2023,Jun,1HI0,History,10 2P 30,168,146,132,119,104,90,76,55,34,13,0
2023,Jun,1HI0,History,10 2P 31,168,144,130,116,102,88,74,53,32,12,0
2023,Jun,1HI0,History,10 2P 33,168,144,130,117,103,89,75,54,33,12,0
2023,Jun,1HI0,History,10 2Q 30,168,147,133,120,105,90,75,54,33,13,0
2023,Jun,1HI0,History,10 2Q 31,168,143,130,117,102,87,73,52,32,12,0
2023,Jun,1HI0,History,10 2Q 33,168,146,132,118,103,88,74,53,32,12,0
2023,Jun,1HI0,History,10 2R 30,168,148,134,121,105,90,75,54,34,14,0
2023,Jun,1HI0,History,10 2R 31,168,143,130,118,103,88,73,53,33,13,0
2023,Jun,1HI0,History,10 2R 32,168,146,132,119,103,88,73,53,33,14,0
2023,Jun,1HI0,History,10 2R 33,168,143,131,119,104,89,74,53,33,13,0
2023,Jun,1HI0,History,10 2T 30,168,146,132,119,104,89,75,54,34,14,0
2023,Jun,1HI0,History,10 2T 31,168,143,129,116,101,87,73,53,33,13,0
2023,Jun,1HI0,History,10 2T 32,168,144,130,117,102,87,73,53,33,14,0
2023,Jun,1HI0,History,10 2U 30,168,144,130,117,103,90,77,55,34,13,0
2023,Jun,1HI0,History,10 2U 31,168,141,127,114,101,88,75,54,33,12,0
2023,Jun,1HI0,History,10 2U 33,168,142,128,115,102,89,76,54,33,12,0
2023,Jun,1HI0,History,10 2V 31,168,141,127,114,100,86,73,52,32,12,0
2023,Jun,1HI0,History,10 2V 33,168,142,128,115,101,87,74,53,32,12,0
2023,Jun,1HI0,History,10 2W 31,168,142,128,115,101,87,73,52,32,12,0
2023,Jun,1HI0,History,10 2W 33,168,143,129,116,102,88,74,53,32,12,0
2023,Jun,1HI0,History,11 2A 31,168,144,130,117,103,89,76,55,34,14,0
2023,Jun,1HI0,History,11 2B 31,168,144,130,117,103,90,77,56,35,14,0
2023,Jun,1HI0,History,11 2C 31,168,141,127,114,99,85,71,52,33,14,0
2023,Jun,1HI0,History,11 2D 31,168,141,127,114,100,86,72,52,33,14,0
2023,Jun,1HI0,History,11 2D 33,168,142,128,115,101,87,73,53,33,14,0
2023,Jun,1HI0,History,11 2E 31,168,139,125,112,98,84,71,51,32,13,0
2023,Jun,1HI0,History,11 2E 32,168,140,126,113,99,85,71,52,33,14,0
2023,Jun,1HI0,History,11 2F 31,168,138,124,111,97,83,70,51,32,14,0
2023,Jun,1HI0,History,11 2G 31,168,137,123,110,97,84,72,52,33,14,0
2023,Jun,1HI0,History,11 2H 30,168,141,127,114,100,86,73,53,34,15,0
2023,Jun,1HI0,History,11 2H 31,168,140,125,111,97,84,71,52,33,14,0
2023,Jun,1HI0,History,11 2H 32,168,139,125,112,98,84,71,52,33,15,0
2023,Jun,1HI0,History,11 2J 30,168,143,129,116,102,89,76,55,35,15,0
2023,Jun,1HI0,History,11 2J 31,168,141,127,113,100,87,74,54,34,14,0
2023,Jun,1HI0,History,11 2J 32,168,141,127,114,100,87,74,54,34,15,0
2023,Jun,1HI0,History,11 2J 33,168,141,127,114,101,88,75,54,34,14,0
2023,Jun,1HI0,History,11 2K 31,168,141,128,115,101,87,73,53,33,13,0
2023,Jun,1HI0,History,11 2K 33,168,143,129,116,102,88,74,53,33,13,0
2023,Jun,1HI0,History,11 2L 31,168,139,125,112,98,84,71,51,32,13,0
2023,Jun,1HI0,History,11 2L 32,168,140,126,113,99,85,71,52,33,14,0
2023,Jun,1HI0,History,11 2L 33,168,140,126,113,99,85,72,52,32,13,0
2023,Jun,1HI0,History,11 2M 30,168,143,129,116,102,88,75,54,34,14,0
2023,Jun,1HI0,History,11 2M 31,168,142,127,113,99,86,73,53,33,13,0
2023,Jun,1HI0,History,11 2M 32,168,141,127,114,100,86,73,53,33,14,0
2023,Jun,1HI0,History,11 2M 33,168,144,129,114,100,87,74,53,33,13,0
2023,Jun,1HI0,History,11 2N 30,168,146,132,119,104,89,74,54,34,14,0
2023,Jun,1HI0,History,11 2N 31,168,144,130,116,101,86,72,52,32,13,0
2023,Jun,1HI0,History,11 2N 32,168,144,130,117,102,87,72,52,33,14,0
2023,Jun,1HI0,History,11 2N 33,168,144,130,117,102,87,73,53,33,13,0
2023,Jun,1HI0,History,11 2P 30,168,146,132,119,105,91,78,56,35,14,0
2023,Jun,1HI0,History,11 2P 31,168,144,130,116,102,89,76,55,34,13,0
2023,Jun,1HI0,History,11 2P 32,168,144,130,117,103,89,76,55,34,14,0
2023,Jun,1HI0,History,11 2P 33,168,144,130,117,103,90,77,55,34,13,0
2023,Jun,1HI0,History,11 2Q 30,168,147,133,120,105,91,77,56,35,14,0
2023,Jun,1HI0,History,11 2Q 31,168,143,130,117,103,89,75,54,33,13,0
2023,Jun,1HI0,History,11 2Q 33,168,145,131,118,104,90,76,55,34,13,0
2023,Jun,1HI0,History,11 2R 30,168,146,133,121,106,91,77,56,35,15,0
2023,Jun,1HI0,History,11 2R 31,168,145,131,118,103,89,75,54,34,14,0
2023,Jun,1HI0,History,11 2R 33,168,146,132,119,104,90,76,55,34,14,0
2023,Jun,1HI0,History,11 2T 30,168,146,132,119,105,91,77,56,35,15,0
2023,Jun,1HI0,History,11 2T 31,168,143,129,116,102,88,75,54,34,14,0
2023,Jun,1HI0,History,11 2T 33,168,144,130,117,103,89,76,55,34,14,0
2023,Jun,1HI0,History,11 2U 31,168,141,127,114,101,89,77,55,34,13,0
2023,Jun,1HI0,History,11 2V 31,168,141,127,114,101,88,75,54,33,13,0
2023,Jun,1HI0,History,11 2W 30,168,145,131,118,104,90,77,56,35,14,0
2023,Jun,1HI0,History,11 2W 31,168,142,128,115,101,88,75,54,33,13,0
2023,Jun,1HI0,History,11 2W 33,168,143,129,116,102,89,76,55,34,13,0
2023,Jun,1HI0,History,12 2A 33,168,146,132,119,105,91,77,55,34,13,0
2023,Jun,1HI0,History,12 2C 30,168,145,131,118,103,88,73,53,33,14,0
2023,Jun,1HI0,History,12 2D 33,168,143,129,116,101,87,73,53,33,13,0
2023,Jun,1HI0,History,12 2E 30,168,143,129,116,101,87,73,53,33,13,0
2023,Jun,1HI0,History,12 2E 31,168,140,126,113,99,85,71,51,31,12,0
2023,Jun,1HI0,History,12 2G 31,168,138,124,111,98,85,72,52,32,13,0
2023,Jun,1HI0,History,12 2J 31,168,141,127,114,100,87,74,53,33,13,0
2023,Jun,1HI0,History,12 2J 33,168,142,128,115,101,88,75,54,33,13,0
2023,Jun,1HI0,History,12 2K 30,168,146,132,119,104,89,75,54,33,13,0
2023,Jun,1HI0,History,12 2K 31,168,143,129,116,101,87,73,52,32,12,0
2023,Jun,1HI0,History,12 2M 31,168,141,127,114,100,86,73,52,32,12,0
2023,Jun,1HI0,History,12 2N 30,168,147,133,120,104,89,74,53,33,13,0
2023,Jun,1HI0,History,12 2N 31,168,149,133,117,102,87,72,52,32,12,0
2023,Jun,1HI0,History,12 2N 33,168,145,131,118,103,88,73,52,32,12,0
2023,Jun,1HI0,History,12 2P 30,168,147,133,120,106,92,78,56,34,13,0
2023,Jun,1HI0,History,12 2P 31,168,144,130,117,103,89,76,54,33,12,0
2023,Jun,1HI0,History,12 2Q 31,168,145,131,118,103,89,75,54,33,12,0
2023,Jun,1HI0,History,12 2Q 32,168,146,132,119,104,89,75,54,33,13,0
2023,Jun,1HI0,History,12 2Q 33,168,146,132,119,104,90,76,54,33,12,0
2023,Jun,1HI0,History,12 2R 30,168,149,135,122,107,92,77,56,35,14,0
2023,Jun,1HI0,History,12 2R 31,168,148,133,119,104,89,75,54,33,13,0
2023,Jun,1HI0,History,12 2R 33,168,147,133,120,105,90,76,55,34,13,0
2023,Jun,1HI0,History,12 2T 30,168,147,133,120,105,91,77,56,35,14,0
2023,Jun,1HI0,History,12 2T 31,168,144,130,117,103,89,75,54,33,13,0
2023,Jun,1HI0,History,12 2U 31,168,142,128,115,102,89,77,55,33,12,0
2023,Jun,1HI0,History,12 2V 31,168,142,128,115,101,88,75,54,33,12,0
2023,Jun,1HI0,History,13 2B 32,168,147,133,120,106,92,78,57,36,15,0
2023,Jun,1HI0,History,13 2H 31,168,140,126,113,99,85,72,52,33,14,0
2023,Jun,1HI0,History,13 2J 30,168,145,131,118,104,90,77,56,35,15,0
2023,Jun,1HI0,History,13 2J 31,168,142,128,115,101,88,75,54,34,14,0
2023,Jun,1HI0,History,13 2K 31,168,144,130,117,102,88,74,53,33,13,0
2023,Jun,1HI0,History,13 2L 31,168,141,127,114,100,86,72,52,32,13,0
2023,Jun,1HI0,History,13 2M 31,168,142,128,115,101,87,74,53,33,13,0
2023,Jun,1HI0,History,13 2N 30,168,148,134,121,105,90,75,54,34,14,0
2023,Jun,1HI0,History,13 2N 31,168,145,131,118,103,88,73,53,33,13,0
2023,Jun,1HI0,History,13 2N 33,168,146,132,119,104,89,74,53,33,13,0
2023,Jun,1HI0,History,13 2P 31,168,145,131,118,104,90,77,55,34,13,0
2023,Jun,1HI0,History,13 2Q 30,168,149,135,122,107,92,78,56,35,14,0
2023,Jun,1HI0,History,13 2Q 31,168,146,132,119,104,90,76,55,34,13,0
2023,Jun,1HI0,History,13 2R 30,168,150,136,123,108,93,78,57,36,15,0
2023,Jun,1HI0,History,13 2R 31,168,151,135,120,105,90,76,55,34,14,0
2023,Jun,1HI0,History,13 2R 32,168,148,134,121,106,91,76,55,35,15,0
2023,Jun,1HI0,History,13 2R 33,168,148,134,121,106,91,77,56,35,14,0
2023,Jun,1HI0,History,13 2T 33,168,146,132,119,105,91,77,56,35,14,0
2023,Jun,1HI0,History,13 2W 33,168,145,131,118,104,90,77,55,34,13,0
2023,Jun,1IN0,Italian (Foundation),1F 2F 3F 4F,280,,,,,199,163,123,83,43,0
2023,Jun,1IN0,Italian (Higher),1H 2H 3H 4H,280,255,231,207,179,151,123,109,,,0
2023,Jun,1JA0,Japanese (Foundation),1F 2F 3F 4F,280,,,,,188,152,116,80,44,0
2023,Jun,1JA0,Japanese (Higher),1H 2H 3H 4H,280,235,200,165,141,117,94,82,,,0
2023,Jun,1MA1,Mathematics (Foundation),1F 2F 3F,240,,,,,182,147,109,71,33,0
2023,Jun,1MA1,Mathematics (Higher),1H 2H 3H,240,203,174,145,112,79,47,31,,,0
2023,Jun,1MU0,Music,01 02 03,200,170,159,148,134,121,108,86,64,43,0
2023,Jun,1MU0,Music,01T 02 03,200,170,159,148,134,121,108,86,64,43,0
2023,Jun,1MU0,Music,01T 02T 03,200,170,159,148,134,121,108,86,64,43,0
2023,Jun,1PE0,Physical Education,01 02 03 04,350,290,273,256,233,210,187,141,95,50,0
2023,Jun,1PE0,Physical Education,01 02 03T 04T,350,290,273,256,233,210,187,141,95,50,0
2023,Jun,1PG0,Portuguese (Foundation),1F 2F 3F 4F,280,,,,,180,151,113,75,38,0
2023,Jun,1PG0,Portuguese (Higher),1H 2H 3H 4H,280,257,241,225,191,157,124,107,,,0
2023,Jun,1PH0,Physics (Foundation),1F 2F,200,,,,,134,119,86,54,22,0
2023,Jun,1PH0,Physics (Higher),1H 2H,200,163,147,131,111,92,73,63,,,0
2023,Jun,1PN0,Persian (Foundation),1F 2F 3F 4F,280,,,,,213,170,127,84,42,0
2023,Jun,1PN0,Persian (Higher),1H 2H 3H 4H,280,256,233,210,187,165,143,132,,,0
2023,Jun,1PS0,Psychology,01 02,180,114,102,90,78,66,54,39,24,10,0
2023,Jun,1PY0,Art & Design: Photography,01 02,180,147,134,122,105,89,73,52,31,10,0
2023,Jun,1PY0,Art & Design: Photography,01T 02,180,147,134,122,105,89,73,52,31,10,0
2023,Jun,1RA0,Religious Studies A,1A 2C 3A,204,141,130,119,105,91,78,56,34,12,0
2023,Jun,1RA0,Religious Studies A,1A 2D 4A,204,145,134,123,110,97,85,61,37,14,0
2023,Jun,1RA0,Religious Studies A,1A 2F 3A,204,136,125,114,99,85,71,50,30,10,0
2023,Jun,1RA0,Religious Studies A,1A 2F 4A,204,139,128,117,103,90,77,55,33,11,0
2023,Jun,1RA0,Religious Studies A,1B 2C 3B,204,146,135,124,111,98,85,61,37,14,0
2023,Jun,1RA0,Religious Studies A,1B 2C 4A,204,146,135,124,111,98,85,61,37,14,0
2023,Jun,1RA0,Religious Studies A,1B 2D 3B,204,147,136,125,112,99,86,62,38,15,0
2023,Jun,1RA0,Religious Studies A,1B 2E 4A,204,146,135,124,111,98,85,61,37,14,0
2023,Jun,1RA0,Religious Studies A,1B 2F 3B,204,141,130,119,105,91,78,56,34,12,0
2023,Jun,1RA0,Religious Studies A,1C 2A 3C,204,154,143,132,118,105,92,69,46,23,0
2023,Jun,1RA0,Religious Studies A,1C 2B 3C,204,158,147,136,122,109,96,72,48,24,0
2023,Jun,1RA0,Religious Studies A,1C 2B 4B,204,158,147,136,122,109,96,71,46,22,0
2023,Jun,1RA0,Religious Studies A,1C 2F 3C,204,152,141,130,116,102,88,66,44,22,0
2023,Jun,1RB0,Religious Studies B,1A 2C,204,137,128,120,107,95,83,59,35,12,0
2023,Jun,1RB0,Religious Studies B,1A 2F,204,131,122,114,103,92,82,60,38,17,0
2023,Jun,1RB0,Religious Studies B,1A 3F,204,129,120,112,99,86,74,53,32,12,0
2023,Jun,1RB0,Religious Studies B,1B 2C,204,145,136,128,115,103,91,64,38,12,0
2023,Jun,1RB0,Religious Studies B,1B 2D,204,144,135,127,113,99,86,61,37,13,0
2023,Jun,1RB0,Religious Studies B,1B 2E,204,137,128,120,108,96,84,61,38,16,0
2023,Jun,1RB0,Religious Studies B,1B 2F,204,137,129,122,111,100,90,65,41,17,0
2023,Jun,1RB0,Religious Studies B,1B 2G,204,147,138,130,116,102,88,62,37,12,0
2023,Jun,1RB0,Religious Studies B,1B 3C,204,144,135,127,112,98,84,60,36,12,0
