year,session,code,subject,paper,max_mark,9,8,7,6,5,4,3,2,1,u
2021,Nov,8638,BENGALI,WH,60,48,42,37,29,21,13,9,0,0,0
2021,Nov,8648,URDU,LH,50,45,42,39,33,27,22,19,0,0,0
2021,Nov,8648,URDU,LH,60,54,50,47,40,33,26,22,0,0,0
2021,Nov,8648,URDU,RH,60,53,48,44,37,30,24,21,0,0,0
2021,Nov,8648,URDU,WH,60,52,47,42,34,26,18,14,0,0,0
2021,Nov,8658,FRENCH,LF,40,0,0,0,0,23,19,13,8,3,0
2021,Nov,8658,FRENCH,LF,60,0,0,0,0,34,29,21,13,5,0
2021,Nov,8658,FRENCH,LH,50,35,28,22,19,16,13,11,0,0,0
2021,Nov,8658,FRENCH,LH,60,42,34,26,23,20,16,14,0,0,0
2021,Nov,8658,FRENCH,RF,60,0,0,0,0,39,34,24,14,5,0
2021,Nov,8658,FRENCH,RH,60,47,41,36,31,26,22,20,0,0,0
2021,Nov,8658,FRENCH,WF,50,0,0,0,0,34,31,21,12,3,0
2021,Nov,8658,FRENCH,WF,60,0,0,0,0,41,37,26,15,4,0
2021,Nov,8658,FRENCH,WH,60,49,44,40,35,30,25,22,0,0,0
2021,Nov,8668,GERMAN,LF,40,0,0,0,0,27,24,17,10,3,0
2021,Nov,8668,GERMAN,LF,60,0,0,0,0,41,36,25,15,5,0
2021,Nov,8668,GERMAN,LH,50,39,35,31,27,23,20,18,0,0,0
2021,Nov,8668,GERMAN,LH,60,47,42,37,33,29,24,21,0,0,0
2021,Nov,8668,GERMAN,RF,60,0,0,0,0,36,30,21,12,3,0
2021,Nov,8668,GERMAN,RH,60,42,35,28,23,18,14,12,0,0,0
2021,Nov,8668,GERMAN,WF,50,0,0,0,0,31,27,19,11,3,0
2021,Nov,8668,GERMAN,WF,60,0,0,0,0,37,32,22,13,4,0
2021,Nov,8668,GERMAN,WH,60,46,40,34,29,24,18,15,0,0,0
2021,Nov,8673,CHINESE (SPOKEN MANDARIN),LF,40,0,0,0,0,20,18,13,8,3,0
2021,Nov,8673,CHINESE (SPOKEN MANDARIN),LF,60,0,0,0,0,31,27,19,12,5,0
2021,Nov,8673,CHINESE (SPOKEN MANDARIN),LH,50,40,32,24,21,18,14,12,0,0,0
2021,Nov,8673,CHINESE (SPOKEN MANDARIN),LH,60,48,38,29,25,21,17,15,0,0,0
2021,Nov,8673,CHINESE (SPOKEN MANDARIN),RF,60,0,0,0,0,24,19,14,9,5,0
2021,Nov,8673,CHINESE (SPOKEN MANDARIN),RH,60,47,37,27,22,17,13,11,0,0,0
2021,Nov,8673,CHINESE (SPOKEN MANDARIN),WF,50,0,0,0,0,19,15,11,8,5,0
2021,Nov,8673,CHINESE (SPOKEN MANDARIN),WF,60,0,0,0,0,23,18,14,10,6,0
2021,Nov,8673,CHINESE (SPOKEN MANDARIN),WH,60,45,33,22,19,16,12,10,0,0,0
2021,Nov,8678,MODERN HEBREW,LH,50,37,29,22,20,18,16,15,0,0,0
2021,Nov,8678,MODERN HEBREW,LH,60,45,35,26,24,22,19,17,0,0,0
2021,Nov,8678,MODERN HEBREW,RH,60,48,41,34,30,26,22,20,0,0,0
2021,Nov,8678,MODERN HEBREW,WH,60,48,40,33,28,23,18,15,0,0,0
2021,Nov,8683,PANJABI,LH,50,42,38,34,28,22,17,14,0,0,0
2021,Nov,8683,PANJABI,LH,60,51,46,41,34,27,20,16,0,0,0
2021,Nov,8683,PANJABI,RH,60,52,47,43,36,29,22,18,0,0,0
2021,Nov,8683,PANJABI,WH,60,50,44,39,33,27,22,19,0,0,0
2021,Nov,8688,POLISH,LF,40,0,0,0,0,32,30,21,12,3,0
2021,Nov,8688,POLISH,LF,60,0,0,0,0,47,45,31,18,5,0
2021,Nov,8688,POLISH,LH,50,44,41,38,36,34,32,31,0,0,0
2021,Nov,8688,POLISH,LH,60,52,49,46,43,40,38,37,0,0,0
2021,Nov,8688,POLISH,RF,60,0,0,0,0,41,38,26,15,4,0
2021,Nov,8688,POLISH,RH,60,49,44,40,37,34,31,29,0,0,0
2021,Nov,8688,POLISH,WF,50,0,0,0,0,31,27,19,12,5,0
2021,Nov,8688,POLISH,WF,60,0,0,0,0,36,32,23,14,6,0
2021,Nov,8688,POLISH,WH,60,49,44,40,35,30,25,22,0,0,0
2021,Nov,8698,SPANISH,LF,40,0,0,0,0,22,18,13,8,3,0
2021,Nov,8698,SPANISH,LF,60,0,0,0,0,33,27,19,12,5,0
2021,Nov,8698,SPANISH,LH,50,36,29,22,18,14,10,8,0,0,0
2021,Nov,8698,SPANISH,LH,60,43,34,26,21,16,12,10,0,0,0
2021,Nov,8698,SPANISH,RF,60,0,0,0,0,32,26,18,11,4,0
2021,Nov,8698,SPANISH,RH,60,47,40,34,29,24,19,16,0,0,0
2021,Nov,8698,SPANISH,WF,50,0,0,0,0,32,28,19,11,3,0
2021,Nov,8698,SPANISH,WF,60,0,0,0,0,38,34,24,14,4,0
2021,Nov,8698,SPANISH,WH,60,51,46,42,35,28,22,19,0,0,0
2021,Nov,8700,ENGLISH LANGUAGE,1,80,61,56,51,45,39,34,25,16,7,0
2021,Nov,8700,ENGLISH LANGUAGE,2,80,60,55,50,45,40,34,25,16,7,0
2021,Nov,8702,ENGLISH LITERATURE,1M,30,26,23,21,18,15,13,9,6,3,0
2021,Nov,8702,ENGLISH LITERATURE,1N,30,26,23,20,18,16,13,10,7,4,0
2021,Nov,8702,ENGLISH LITERATURE,1P,30,26,23,21,18,15,13,9,6,3,0
2021,Nov,8702,ENGLISH LITERATURE,2,70,61,54,48,41,34,26,19,12,5,0
2022,Jun,8035,GEOGRAPHY,1,88,67,60,53,45,38,31,22,14,6,0
2022,Jun,8035,GEOGRAPHY,2,63,49,44,39,33,28,23,16,10,4,0
2022,Jun,8035,GEOGRAPHY,2,88,68,61,54,47,41,32,22,14,6,0
2022,Jun,8035,GEOGRAPHY,3,56,43,38,34,30,26,23,16,10,4,0
2022,Jun,8035,GEOGRAPHY,3,76,58,52,46,41,35,31,22,14,5,0
2022,Jun,8062,RELIGIOUS STUDIES A,11,51,44,41,39,34,30,26,19,12,5,0
2022,Jun,8062,RELIGIOUS STUDIES A,12,51,43,39,36,32,28,24,17,11,5,0
2022,Jun,8062,RELIGIOUS STUDIES A,13,51,44,41,39,35,31,28,20,12,5,0
2022,Jun,8062,RELIGIOUS STUDIES A,14,51,42,38,35,30,26,22,16,10,5,0
2022,Jun,8062,RELIGIOUS STUDIES A,15,51,44,41,39,34,29,24,17,11,5,0
2022,Jun,8062,RELIGIOUS STUDIES A,16,51,44,41,38,32,27,22,16,10,5,0
2022,Jun,8062,RELIGIOUS STUDIES A,17,51,44,41,39,34,29,24,17,11,5,0
2022,Jun,8062,RELIGIOUS STUDIES A,2A,99,84,78,72,64,56,49,36,23,11,0
2022,Jun,8062,RELIGIOUS STUDIES A,2B,99,81,73,66,55,44,34,26,18,11,0
2022,Jun,8063,RELIGIOUS STUDIES B,1,99,89,82,76,65,55,45,32,20,8,0
2022,Jun,8063,RELIGIOUS STUDIES B,2A,48,42,38,35,31,27,23,16,10,4,0
2022,Jun,8063,RELIGIOUS STUDIES B,2B,48,39,33,27,23,19,16,12,8,4,0
2022,Jun,8063,RELIGIOUS STUDIES B,2X,54,47,42,37,30,24,18,13,8,4,0
2022,Jun,8063,RELIGIOUS STUDIES B,2Y,54,47,42,37,31,25,19,14,9,4,0
2022,Jun,8100,CITIZENSHIP STUDIES,1,80,64,58,52,44,37,30,22,14,6,0
2022,Jun,8100,CITIZENSHIP STUDIES,2,80,69,64,60,51,42,34,25,16,7,0
2022,Jun,8132,BUSINESS,1,90,64,59,54,48,42,35,25,15,6,0
2022,Jun,8132,BUSINESS,2,90,63,57,52,44,36,29,20,12,4,0
2022,Jun,8136,ECONOMICS,1,80,67,63,59,52,46,40,29,19,9,0
2022,Jun,8136,ECONOMICS,2,80,66,61,56,49,42,35,26,17,8,0
2022,Jun,8145,HISTORY,1A/A,40,28,25,22,19,17,15,11,7,4,0
2022,Jun,8145,HISTORY,1A/B,40,29,26,24,21,18,15,11,7,4,0
2022,Jun,8145,HISTORY,1A/C,40,29,26,24,21,18,16,12,8,4,0
2022,Jun,8145,HISTORY,1A/D,40,29,26,24,21,18,16,12,8,4,0
2022,Jun,8145,HISTORY,1B/A,44,30,26,23,19,16,13,9,6,3,0
2022,Jun,8145,HISTORY,1B/B,44,31,28,25,22,19,16,11,7,3,0
2022,Jun,8145,HISTORY,1B/C,44,32,29,26,22,19,16,11,7,3,0
2022,Jun,8145,HISTORY,1B/D,44,30,26,23,20,17,14,10,6,2,0
2022,Jun,8145,HISTORY,1B/E,44,31,28,25,21,18,15,11,7,3,0
2022,Jun,8145,HISTORY,2A/A,40,26,23,20,17,14,12,9,6,3,0
2022,Jun,8145,HISTORY,2A/B,40,26,23,20,16,13,10,7,5,3,0
2022,Jun,8145,HISTORY,2A/C,40,28,25,22,18,15,12,9,6,3,0
2022,Jun,8145,HISTORY,2B/A,40,29,26,24,20,17,14,10,6,3,0
2022,Jun,8145,HISTORY,2B/B,40,30,27,25,22,19,16,11,7,3,0
2022,Jun,8145,HISTORY,2B/C,40,29,26,24,20,17,14,10,6,3,0
2022,Jun,8145,HISTORY,2B/D,40,28,25,23,20,17,15,11,7,3,0
2022,Jun,8182,PSYCHOLOGY,1,100,80,73,67,58,49,41,30,20,10,0
2022,Jun,8182,PSYCHOLOGY,2,100,79,72,65,56,47,38,28,18,9,0
2022,Jun,8192,SOCIOLOGY,1,100,72,66,60,52,44,37,27,17,7,0
2022,Jun,8192,SOCIOLOGY,2,100,72,66,60,52,44,36,26,16,6,0
2022,Jun,8201,"ART & DESIGN (ART, CRAFT & DES)",C,96,81,74,67,59,52,45,32,20,8,0
2022,Jun,8202,ART & DESIGN (FINE ART),C,96,81,74,67,59,52,45,32,20,8,0
2022,Jun,8203,ART & DESIGN (GRAPHIC COMM),C,96,81,74,67,59,52,45,32,20,8,0
2022,Jun,8204,ART & DESIGN (TEXTILES DESIGN),C,96,81,74,67,59,52,45,32,20,8,0
2022,Jun,8205,ART & DESIGN (3D DESIGN),C,96,81,74,67,59,52,45,32,20,8,0
2022,Jun,8206,ART & DESIGN (PHOTOGRAPHY),C,96,81,74,67,59,52,45,32,20,8,0
2022,Jun,8236,DANCE,C,80,65,60,55,48,41,35,27,19,11,0
2022,Jun,8236,DANCE,W,80,61,54,48,42,36,30,21,13,5,0
2022,Jun,8261,DRAMA,C,80,68,63,59,52,46,40,30,20,10,0
2022,Jun,8261,DRAMA,W,80,61,54,48,41,34,28,21,15,9,0
2022,Jun,8261,DRAMA,XE,20,18,17,16,14,12,11,9,7,5,0
2022,Jun,8261,DRAMA,XE,40,36,34,32,28,24,22,18,14,10,0
2022,Jun,8271,MUSIC,CE,36,30,28,27,25,23,21,17,13,9,0
2022,Jun,8271,MUSIC,CE,72,60,56,54,50,46,42,34,26,18,0
2022,Jun,8271,MUSIC,PE,36,31,30,29,27,25,23,19,15,12,0
2022,Jun,8271,MUSIC,PE,72,62,60,58,54,50,46,38,30,24,0
2022,Jun,8271,MUSIC,W,96,65,56,48,42,37,32,26,20,15,0
2022,Jun,8300,MATHEMATICS,1F,80,0,0,0,0,57,45,33,22,11,0
2022,Jun,8300,MATHEMATICS,1H,80,71,60,50,38,26,14,8,0,0,0
2022,Jun,8300,MATHEMATICS,2F,80,0,0,0,0,59,48,35,23,11,0
2022,Jun,8300,MATHEMATICS,2H,80,72,63,54,43,32,20,14,0,0,0
2022,Jun,8300,MATHEMATICS,3F,80,0,0,0,0,55,42,31,21,11,0
2022,Jun,8300,MATHEMATICS,3H,80,71,61,52,40,28,17,11,0,0,0
2022,Jun,8382,STATISTICS,1F,80,0,0,0,0,43,34,24,14,5,0
2022,Jun,8382,STATISTICS,1H,80,56,48,40,33,26,18,14,0,0,0
2022,Jun,8382,STATISTICS,2F,80,0,0,0,0,44,35,25,15,6,0
2022,Jun,8382,STATISTICS,2H,80,57,49,42,34,26,18,14,0,0,0
2022,Jun,8461,BIOLOGY,1F,100,0,0,0,0,65,57,41,25,10,0
2022,Jun,8461,BIOLOGY,1H,100,68,61,55,46,37,28,23,0,0,0
2022,Jun,8461,BIOLOGY,2F,100,0,0,0,0,61,52,38,24,10,0
2022,Jun,8461,BIOLOGY,2H,100,64,56,49,40,31,23,19,0,0,0
2022,Jun,8462,CHEMISTRY,1F,100,0,0,0,0,64,53,38,24,10,0
2022,Jun,8462,CHEMISTRY,1H,100,71,60,50,38,26,15,9,0,0,0
2022,Jun,8462,CHEMISTRY,2F,100,0,0,0,0,62,51,37,23,10,0
2022,Jun,8462,CHEMISTRY,2H,100,73,63,53,42,31,21,16,0,0,0
2022,Jun,8463,PHYSICS,1F,100,0,0,0,0,69,59,43,27,11,0
2022,Jun,8463,PHYSICS,1H,100,77,70,64,53,43,33,28,0,0,0
2022,Jun,8463,PHYSICS,2F,100,0,0,0,0,66,56,40,25,10,0
2022,Jun,8463,PHYSICS,2H,100,72,63,55,44,33,23,17,0,0,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,B/1F,70,0,0,0,0,40,34,25,16,7,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,B/1H,70,45,38,32,26,20,15,12,0,0,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,B/2F,70,0,0,0,0,40,34,25,16,7,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,B/2H,70,46,39,33,27,21,16,13,0,0,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,C/1F,70,0,0,0,0,36,28,21,14,7,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,C/1H,70,44,37,31,25,19,12,8,0,0,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,C/2F,70,0,0,0,0,40,34,24,15,6,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,C/2H,70,46,39,33,27,21,14,10,0,0,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,P/1F,70,0,0,0,0,43,37,26,16,6,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,P/1H,70,47,41,35,28,21,13,9,0,0,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,P/2F,70,0,0,0,0,42,36,26,16,7,0
2022,Jun,8464,COMBINED SCIENCE: TRILOGY,P/2H,70,49,43,38,32,26,19,15,0,0,0
2022,Jun,8465,COMBINED SCIENCE: SYNERGY,1F,100,0,0,0,0,63,55,42,29,16,0
2022,Jun,8465,COMBINED SCIENCE: SYNERGY,1H,100,66,56,47,39,31,22,17,0,0,0
2022,Jun,8465,COMBINED SCIENCE: SYNERGY,2F,100,0,0,0,0,61,53,39,25,12,0
2022,Jun,8465,COMBINED SCIENCE: SYNERGY,2H,100,65,55,45,37,29,22,18,0,0,0
2022,Jun,8465,COMBINED SCIENCE: SYNERGY,3F,100,0,0,0,0,57,48,36,24,12,0
2022,Jun,8465,COMBINED SCIENCE: SYNERGY,3H,100,66,56,47,38,29,19,14,0,0,0
2022,Jun,8465,COMBINED SCIENCE: SYNERGY,4F,100,0,0,0,0,59,51,37,24,11,0
2022,Jun,8465,COMBINED SCIENCE: SYNERGY,4H,100,66,56,47,39,31,23,19,0,0,0
2022,Jun,8525,COMPUTER SCIENCE,1A,90,77,70,63,52,41,31,22,14,6,0
2022,Jun,8525,COMPUTER SCIENCE,1B,90,77,70,63,52,41,31,22,14,6,0
2022,Jun,8525,COMPUTER SCIENCE,1C,90,77,70,63,52,41,31,22,14,6,0
2022,Jun,8525,COMPUTER SCIENCE,2,90,71,60,50,42,35,28,20,12,5,0
2022,Jun,8552,DESIGN AND TECHNOLOGY,CE,85,73,68,63,54,45,36,25,15,5,0
2022,Jun,8552,DESIGN AND TECHNOLOGY,CE,100,86,80,74,64,53,42,29,18,6,0
2022,Jun,8552,DESIGN AND TECHNOLOGY,W,100,80,71,63,56,49,41,31,21,12,0
2022,Jun,8572,MEDIA STUDIES,1,84,63,57,51,44,37,30,22,14,6,0
2022,Jun,8572,MEDIA STUDIES,2,84,58,51,44,36,29,22,16,10,4,0
2022,Jun,8572,MEDIA STUDIES,C,60,50,47,45,40,35,30,24,18,13,0
2022,Jun,8572,MEDIA STUDIES,C,72,60,56,54,48,42,36,29,22,16,0
2022,Jun,8582,PHYSICAL EDUCATION,1,78,58,53,49,43,37,32,23,14,6,0
2022,Jun,8582,PHYSICAL EDUCATION,2,78,58,53,49,44,39,35,27,19,11,0
2022,Jun,8582,PHYSICAL EDUCATION,C,100,84,80,77,70,63,57,44,32,20,0
2022,Jun,8585,FOOD PREPARATION AND NUTRITION,CE,70,62,58,55,49,43,37,27,18,9,0
2022,Jun,8585,FOOD PREPARATION AND NUTRITION,CE,100,89,83,79,70,61,53,39,26,13,0
2022,Jun,8585,FOOD PREPARATION AND NUTRITION,W,100,79,70,61,53,46,39,29,20,11,0
2022,Jun,8633,ITALIAN,LF,40,0,0,0,0,20,16,12,8,4,0
2022,Jun,8633,ITALIAN,LF,60,0,0,0,0,30,24,18,12,6,0
2022,Jun,8633,ITALIAN,LH,50,41,34,27,22,17,13,11,0,0,0
2022,Jun,8633,ITALIAN,LH,60,49,41,32,26,20,16,13,0,0,0
2022,Jun,8633,ITALIAN,RF,60,0,0,0,0,36,31,22,14,6,0
2022,Jun,8633,ITALIAN,RH,60,53,47,42,35,28,22,19,0,0,0
2022,Jun,8633,ITALIAN,SF,60,0,0,0,0,34,29,21,13,6,0
2022,Jun,8633,ITALIAN,SH,60,54,50,46,38,30,23,19,0,0,0
2022,Jun,8633,ITALIAN,WF,50,0,0,0,0,29,25,18,11,5,0
2022,Jun,8633,ITALIAN,WF,60,0,0,0,0,35,30,22,13,6,0
2022,Jun,8633,ITALIAN,WH,60,50,43,36,32,28,23,20,0,0,0
2022,Jun,8638,BENGALI,LF,40,0,0,0,0,25,22,16,10,4,0
2022,Jun,8638,BENGALI,LF,60,0,0,0,0,38,33,24,15,6,0
2022,Jun,8638,BENGALI,LH,50,42,37,32,27,22,18,16,0,0,0
2022,Jun,8638,BENGALI,LH,60,50,44,38,32,26,22,19,0,0,0
2022,Jun,8638,BENGALI,RF,60,0,0,0,0,25,17,13,9,6,0
2022,Jun,8638,BENGALI,RH,60,48,41,35,30,25,21,19,0,0,0
2022,Jun,8638,BENGALI,SF,60,0,0,0,0,37,32,23,14,6,0
2022,Jun,8638,BENGALI,SH,60,53,48,44,36,28,20,16,0,0,0
2022,Jun,8638,BENGALI,WF,50,0,0,0,0,28,23,17,11,5,0
2022,Jun,8638,BENGALI,WF,60,0,0,0,0,34,28,20,13,6,0
2022,Jun,8638,BENGALI,WH,60,49,43,37,31,25,20,17,0,0,0
2022,Jun,8648,URDU,LF,40,0,0,0,0,26,23,16,10,4,0
2022,Jun,8648,URDU,LF,60,0,0,0,0,39,35,24,15,6,0
2022,Jun,8648,URDU,LH,50,45,41,37,33,29,26,24,0,0,0
2022,Jun,8648,URDU,LH,60,54,49,44,40,35,31,29,0,0,0
2022,Jun,8648,URDU,RF,60,0,0,0,0,34,28,20,13,6,0
2022,Jun,8648,URDU,RH,60,50,44,38,35,32,28,26,0,0,0
2022,Jun,8648,URDU,SF,60,0,0,0,0,36,31,22,14,6,0
2022,Jun,8648,URDU,SH,60,56,53,50,43,36,30,27,0,0,0
2022,Jun,8648,URDU,WF,50,0,0,0,0,26,21,15,10,5,0
2022,Jun,8648,URDU,WF,60,0,0,0,0,31,25,18,12,6,0
2022,Jun,8648,URDU,WH,60,51,44,38,30,22,14,10,0,0,0
2022,Jun,8658,FRENCH,LF,40,0,0,0,0,22,20,14,9,4,0
2022,Jun,8658,FRENCH,LF,60,0,0,0,0,33,30,21,14,6,0
2022,Jun,8658,FRENCH,LH,50,35,28,22,19,16,14,12,0,0,0
2022,Jun,8658,FRENCH,LH,60,42,34,26,23,19,17,15,0,0,0
2022,Jun,8658,FRENCH,RF,60,0,0,0,0,34,31,22,14,6,0
2022,Jun,8658,FRENCH,RH,60,45,39,33,29,25,21,19,0,0,0
2022,Jun,8658,FRENCH,SF,60,0,0,0,0,36,33,24,15,6,0
2022,Jun,8658,FRENCH,SH,60,47,42,37,32,27,22,19,0,0,0
2022,Jun,8658,FRENCH,WF,50,0,0,0,0,33,31,22,13,5,0
2022,Jun,8658,FRENCH,WF,60,0,0,0,0,40,37,26,16,6,0
2022,Jun,8658,FRENCH,WH,60,49,44,40,36,32,29,27,0,0,0
2022,Jun,8668,GERMAN,LF,40,0,0,0,0,23,20,14,9,4,0
2022,Jun,8668,GERMAN,LF,60,0,0,0,0,35,30,21,14,6,0
2022,Jun,8668,GERMAN,LH,50,37,31,26,23,20,16,14,0,0,0
2022,Jun,8668,GERMAN,LH,60,44,37,31,28,24,19,17,0,0,0
2022,Jun,8668,GERMAN,RF,60,0,0,0,0,32,27,20,13,6,0
2022,Jun,8668,GERMAN,RH,60,45,38,32,27,22,16,13,0,0,0
2022,Jun,8668,GERMAN,SF,60,0,0,0,0,38,35,25,15,6,0
2022,Jun,8668,GERMAN,SH,60,49,44,40,35,30,25,22,0,0,0
2022,Jun,8668,GERMAN,WF,50,0,0,0,0,34,32,23,14,5,0
2022,Jun,8668,GERMAN,WF,60,0,0,0,0,41,38,28,17,6,0
2022,Jun,8668,GERMAN,WH,60,49,44,40,35,30,26,24,0,0,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),LF,40,0,0,0,0,18,16,12,8,4,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),LF,60,0,0,0,0,27,24,18,12,6,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),LH,50,39,32,25,22,19,15,13,0,0,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),LH,60,47,38,30,26,23,18,16,0,0,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),RF,60,0,0,0,0,25,22,16,11,6,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),RH,60,46,37,28,25,22,20,19,0,0,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),SF,60,0,0,0,0,24,20,15,10,6,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),SH,60,48,40,32,28,24,19,16,0,0,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),WF,50,0,0,0,0,16,13,10,7,5,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),WF,60,0,0,0,0,19,16,12,8,6,0
2022,Jun,8673,CHINESE (SPOKEN MANDARIN),WH,60,44,34,24,20,16,11,8,0,0,0
2022,Jun,8678,MODERN HEBREW,LF,40,0,0,0,0,25,21,15,9,4,0
2022,Jun,8678,MODERN HEBREW,LF,60,0,0,0,0,38,32,23,14,6,0
2022,Jun,8678,MODERN HEBREW,LH,50,39,31,24,22,20,18,17,0,0,0
2022,Jun,8678,MODERN HEBREW,LH,60,47,37,29,26,24,22,20,0,0,0
2022,Jun,8678,MODERN HEBREW,RF,60,0,0,0,0,37,31,22,14,6,0
2022,Jun,8678,MODERN HEBREW,RH,60,48,40,33,29,25,22,20,0,0,0
2022,Jun,8678,MODERN HEBREW,SF,60,0,0,0,0,34,27,20,13,6,0
2022,Jun,8678,MODERN HEBREW,SH,60,49,41,34,29,24,19,16,0,0,0
2022,Jun,8678,MODERN HEBREW,WF,50,0,0,0,0,36,32,23,14,5,0
2022,Jun,8678,MODERN HEBREW,WF,60,0,0,0,0,43,38,28,17,6,0
2022,Jun,8678,MODERN HEBREW,WH,60,49,42,35,30,25,20,17,0,0,0
2022,Jun,8683,PANJABI,LF,40,0,0,0,0,26,22,16,10,4,0
2022,Jun,8683,PANJABI,LF,60,0,0,0,0,39,33,24,15,6,0
2022,Jun,8683,PANJABI,LH,50,44,39,35,31,27,23,21,0,0,0
2022,Jun,8683,PANJABI,LH,60,53,47,42,37,32,28,25,0,0,0
2022,Jun,8683,PANJABI,RF,60,0,0,0,0,39,33,24,15,6,0
2022,Jun,8683,PANJABI,RH,60,51,45,39,34,29,23,20,0,0,0
2022,Jun,8683,PANJABI,SF,60,0,0,0,0,46,42,30,18,6,0
2022,Jun,8683,PANJABI,SH,60,53,48,43,38,33,27,24,0,0,0
2022,Jun,8683,PANJABI,WF,50,0,0,0,0,39,36,25,15,5,0
2022,Jun,8683,PANJABI,WF,60,0,0,0,0,47,43,30,18,6,0
2022,Jun,8683,PANJABI,WH,60,53,48,44,40,36,33,31,0,0,0
2022,Jun,8688,POLISH,LF,40,0,0,0,0,30,29,20,12,4,0
2022,Jun,8688,POLISH,LF,60,0,0,0,0,45,44,30,18,6,0
2022,Jun,8688,POLISH,LH,50,43,39,36,33,30,27,24,0,0,0
2022,Jun,8688,POLISH,LH,60,52,47,43,40,36,32,29,0,0,0
2022,Jun,8688,POLISH,RF,60,0,0,0,0,41,39,28,17,6,0
2022,Jun,8688,POLISH,RH,60,49,43,37,36,35,33,32,0,0,0
2022,Jun,8688,POLISH,SF,60,0,0,0,0,39,37,26,16,6,0
2022,Jun,8688,POLISH,SH,60,51,46,41,39,37,35,34,0,0,0
2022,Jun,8688,POLISH,WF,50,0,0,0,0,23,21,15,10,5,0
2022,Jun,8688,POLISH,WF,60,0,0,0,0,28,25,18,12,6,0
2022,Jun,8688,POLISH,WH,60,49,43,37,31,25,20,17,0,0,0
2022,Jun,8698,SPANISH,LF,40,0,0,0,0,25,23,16,10,4,0
2022,Jun,8698,SPANISH,LF,60,0,0,0,0,38,35,24,15,6,0
2022,Jun,8698,SPANISH,LH,50,38,31,24,21,18,16,15,0,0,0
2022,Jun,8698,SPANISH,LH,60,46,37,29,25,22,19,18,0,0,0
2022,Jun,8698,SPANISH,RF,60,0,0,0,0,35,32,23,14,6,0
2022,Jun,8698,SPANISH,RH,60,48,41,34,30,26,23,21,0,0,0
2022,Jun,8698,SPANISH,SF,60,0,0,0,0,37,34,24,15,6,0
2022,Jun,8698,SPANISH,SH,60,50,45,40,37,34,30,28,0,0,0
2022,Jun,8698,SPANISH,WF,50,0,0,0,0,31,28,20,12,5,0
2022,Jun,8698,SPANISH,WF,60,0,0,0,0,37,34,24,14,6,0
2022,Jun,8698,SPANISH,WH,60,49,43,37,30,23,17,14,0,0,0
2022,Jun,8700,ENGLISH LANGUAGE,1,80,60,55,50,45,40,35,26,17,8,0
2022,Jun,8700,ENGLISH LANGUAGE,2,80,60,55,50,45,40,35,26,17,8,0
2022,Jun,8702,ENGLISH LITERATURE,1M,30,26,23,21,18,15,13,9,6,3,0
2022,Jun,8702,ENGLISH LITERATURE,1N,30,25,22,19,16,14,12,9,6,3,0
2022,Jun,8702,ENGLISH LITERATURE,1P,30,26,23,20,17,14,11,8,5,2,0
2022,Jun,8702,ENGLISH LITERATURE,2,70,60,53,47,39,32,25,18,11,4,0
2022,Jun,8852,ENGINEERING,CE,75,66,62,59,50,42,34,24,15,6,0
2022,Jun,8852,ENGINEERING,CE,80,70,66,63,54,46,36,26,16,6,0
2022,Nov,8300,MATHEMATICS,1F,80,0,0,0,0,57,46,34,22,11,0
2022,Nov,8300,MATHEMATICS,1H,80,67,57,47,37,27,18,13,0,0,0
2022,Nov,8300,MATHEMATICS,2F,80,0,0,0,0,55,42,31,20,10,0
2022,Nov,8300,MATHEMATICS,2H,80,67,57,47,36,25,14,8,0,0,0
2022,Nov,8300,MATHEMATICS,3F,80,0,0,0,0,55,42,31,20,10,0
2022,Nov,8300,MATHEMATICS,3H,80,68,58,49,38,27,16,10,0,0,0
2022,Nov,8700,ENGLISH LANGUAGE,1,80,60,55,51,46,41,36,26,17,8,0
2022,Nov,8700,ENGLISH LANGUAGE,2,80,60,55,50,45,40,35,26,17,8,0
2023,Jun,8035,GEOGRAPHY,1,88,66,59,53,46,40,34,24,15,6,0
