year,session,code,subject,paper,max_mark,9,8,7,6,5,4,3,2,1,u
2023,Jan,4MB1/02,Mathematics B,02,100,62,48,35,28,21,15,12,,,0
2023,Jan,4MB1/02R,Mathematics B,02R,100,64,50,37,29,22,15,11,,,0
2023,Jan,4PH1/1P,Physics,1P,110,83,71,59,51,43,35,29,23,18,0
2023,Jan,4PH1/1PR,Physics,1PR,110,83,71,59,51,43,35,29,23,18,0
2023,Jan,4PH1/2P,Physics,2P,70,54,46,38,32,27,22,18,14,11,0
2023,Jan,4PH1/2PR,Physics,2PR,70,54,46,38,32,27,22,18,14,11,0
2023,Jan,4PM1/01,Further Pure Mathematics,01,100,66,51,37,29,22,15,11,0,,0
2023,Jan,4PM1/01R,Further Pure Mathematics,01R,100,68,53,39,32,25,18,14,0,,0
2023,Jan,4PM1/02,Further Pure Mathematics,02,100,70,55,40,32,24,16,12,0,,0
2023,Jan,4PM1/02R,Further Pure Mathematics,02R,100,72,57,42,34,26,18,14,0,,0
2023,Jun,4AA1/01,Arabic (First Language),01,75,47,43,39,35,31,28,20,13,6,0
2023,Jun,4AA1/02,Arabic (First Language),02,50,41,37,34,30,26,23,17,11,5,0
2023,Jun,4AC1/01,Accounting,01,100,86,78,71,63,55,48,37,26,15,0
2023,Jun,4AC1/01R,Accounting,01R,100,89,84,80,72,65,58,45,32,19,0
2023,Jun,4AC1/02,Accounting,02,50,45,41,37,32,28,24,17,11,5,0
2023,Jun,4AC1/02R,Accounting,02R,50,46,42,38,34,30,27,20,13,7,0
2023,Jun,4BA0/01,Bangla,01,100,79,73,68,59,50,41,31,22,13,0
2023,Jun,4BI1/1B,Biology,1B,110,84,74,64,56,48,40,33,26,19,0
2023,Jun,4BI1/1BR,Biology,1BR,110,87,75,64,56,48,41,34,27,20,0
2023,Jun,4BI1/2B,Biology,2B,70,58,50,43,37,31,25,20,15,11,0
2023,Jun,4BI1/2BR,Biology,2BR,70,59,51,43,37,31,26,21,16,12,0
2023,Jun,4BN1/01,Bangladesh Studies,01,75,66,59,52,47,42,37,29,21,14,0
2023,Jun,4BN1/02,Bangladesh Studies,02,75,65,61,57,51,45,40,32,24,16,0
2023,Jun,4BS1/01,Business,01,80,68,62,57,49,42,35,29,24,19,0
2023,Jun,4BS1/01R,Business,01R,80,68,62,57,50,43,36,30,24,18,0
2023,Jun,4BS1/02,Business,02,80,64,59,54,46,39,32,27,22,18,0
2023,Jun,4BS1/02R,Business,02R,80,69,64,60,54,49,44,39,35,31,0
2023,Jun,4CH1/1C,Chemistry,1C,110,87,74,61,52,44,36,28,20,13,0
2023,Jun,4CH1/1CR,Chemistry,1CR,110,84,71,58,50,42,35,27,20,13,0
2023,Jun,4CH1/2C,Chemistry,2C,70,58,49,40,34,28,23,18,13,8,0
2023,Jun,4CH1/2CR,Chemistry,2CR,70,59,49,40,34,28,23,18,13,8,0
2023,Jun,4CM1/01,Commerce,01,80,62,57,52,47,43,39,34,29,24,0
2023,Jun,4CM1/01R,Commerce,01R,80,69,65,62,58,54,51,46,41,36,0
2023,Jun,4CM1/02,Commerce,02,80,61,56,51,47,43,39,34,29,24,0
2023,Jun,4CM1/02R,Commerce,02R,80,63,57,52,47,43,39,34,29,24,0
2023,Jun,4CN1/01,Chinese,01,40,39,37,35,32,30,28,22,17,12,0
2023,Jun,4CN1/01R,Chinese,01R,40,39,33,27,24,21,19,16,13,11,0
2023,Jun,4CN1/02,Chinese,02,80,74,70,66,62,59,56,42,28,15,0
2023,Jun,4CN1/02R,Chinese,02R,80,69,59,49,43,37,32,24,16,9,0
2023,Jun,4CN1/03,Chinese,03,40,37,34,31,29,27,26,19,13,7,0
2023,Jun,4CP0/01,Computer Science,01,80,62,57,53,46,39,32,24,16,8,0
2023,Jun,4CP0/02,Computer Science,02,80,71,65,60,52,45,38,27,16,5,0
2023,Jun,4EA1/01,English Language A,01,90,68,64,61,56,51,46,34,22,11,0
2023,Jun,4EA1/01R,English Language A,01R,90,67,63,60,55,50,45,33,22,11,0
2023,Jun,4EA1/02,English Language A,02,60,47,42,38,33,29,25,19,13,7,0
2023,Jun,4EA1/02R,English Language A,02R,60,46,41,36,32,28,25,19,13,7,0
2023,Jun,4EA1/03,English Language A,03,60,55,50,45,40,35,30,24,18,13,0
2023,Jun,4EA1/03T,English Language A,03T,60,55,50,45,40,35,30,24,18,13,0
2023,Jun,4EA1/1C,English Language A,1C,90,68,64,61,56,51,46,34,22,11,0
2023,Jun,4EA1/1CR,English Language A,1CR,90,67,63,60,55,50,45,33,22,11,0
2023,Jun,4EA1/2C,English Language A,2C,60,47,42,38,33,29,25,19,13,7,0
2023,Jun,4EB1/01,English Language B,01,100,70,64,59,55,52,49,38,27,17,0
2023,Jun,4EB1/01R,English Language B,01R,100,66,60,55,52,49,46,36,26,17,0
2023,Jun,4EC1/01,Economics,01,80,61,56,51,47,43,40,35,30,25,0
2023,Jun,4EC1/01R,Economics,01R,80,58,52,46,41,37,33,26,20,14,0
2023,Jun,4EC1/02,Economics,02,80,60,54,49,45,41,37,31,25,20,0
2023,Jun,4EC1/02R,Economics,02R,80,56,50,44,40,36,33,26,19,13,0
2023,Jun,4ES1/01,English as a Second Language,01,100,92,89,87,81,75,70,62,54,47,0
2023,Jun,4ES1/01R,English as a Second Language,01R,100,91,87,84,77,71,65,57,49,42,0
2023,Jun,4ES1/02,English as a Second Language,02,40,38,35,33,31,29,27,22,18,14,0
2023,Jun,4ES1/02R,English as a Second Language,02R,40,39,36,33,30,28,26,21,16,12,0
2023,Jun,4ET1/01,English Literature,01,90,70,64,59,52,45,39,30,21,12,0
2023,Jun,4ET1/01R,English Literature,01R,90,71,65,60,53,47,41,31,22,13,0
2023,Jun,4ET1/02,English Literature,02,60,47,43,40,34,29,24,18,12,6,0
2023,Jun,4ET1/02R,English Literature,02R,60,47,43,40,35,31,27,20,14,8,0
2023,Jun,4ET1/03,English Literature,03,60,53,49,45,40,35,31,23,16,9,0
2023,Jun,4ET1/03T,English Literature,03T,60,53,49,45,40,35,31,23,16,9,0
2023,Jun,4ET1/1C,English Literature,1C,90,70,64,59,52,45,39,30,21,12,0
2023,Jun,4ET1/1CR,English Literature,1CR,90,71,65,60,53,47,41,31,22,13,0
2023,Jun,4ET1/2C,English Literature,2C,60,47,43,40,34,29,24,18,12,6,0
2023,Jun,4FA1/01,Art & Design: Fine Art,01,72,61,56,51,45,39,34,26,19,12,0
2023,Jun,4FA1/02,Art & Design: Fine Art,02,72,61,56,51,45,39,34,26,19,12,0
2023,Jun,4FR1/01,French,01,40,34,31,28,25,22,19,14,9,4,0
2023,Jun,4FR1/01R,French,01R,40,31,28,25,22,19,16,12,8,4,0
2023,Jun,4FR1/02,French,02,80,67,58,50,45,40,36,27,18,9,0
2023,Jun,4FR1/02R,French,02R,80,64,54,45,40,35,30,23,16,9,0
2023,Jun,4FR1/03,French,03,40,32,28,24,21,18,15,12,9,6,0
2023,Jun,4FR1/03T,French,03T,40,32,28,24,21,18,15,12,9,6,0
2023,Jun,4GC1/01,Art & Design: Graphic Commnication,01,72,61,56,51,45,39,34,26,19,12,0
2023,Jun,4GC1/02,Art & Design: Graphic Commnication,02,72,61,56,51,45,39,34,26,19,12,0
2023,Jun,4GE1/01,Geography,01,70,55,49,43,38,33,28,21,14,8,0
2023,Jun,4GE1/01R,Geography,01R,70,52,46,40,35,30,26,20,14,9,0
2023,Jun,4GE1/02,Geography,02,105,81,73,65,57,49,41,31,22,13,0
2023,Jun,4GE1/02R,Geography,02R,105,81,73,65,57,50,43,33,23,14,0
2023,Jun,4GK1/01,Greek (First Language),01,75,60,56,52,47,42,37,31,25,19,0
2023,Jun,4GK1/02,Greek (First Language),02,50,45,41,37,34,31,28,22,16,10,0
2023,Jun,4GL1/01,Global Citizenship,01,100,80,74,68,62,56,50,38,27,16,0
2023,Jun,4GN1/01,German,01,40,32,30,29,25,21,17,12,8,4,0
2023,Jun,4GN1/01R,German,01R,40,36,34,32,27,22,17,12,8,4,0
2023,Jun,4GN1/02,German,02,80,61,51,41,35,29,23,19,15,12,0
2023,Jun,4GN1/02R,German,02R,80,68,54,41,35,29,23,19,15,12,0
2023,Jun,4GN1/03,German,03,40,36,30,25,21,18,15,12,10,8,0
2023,Jun,4HB1/01,Human Biology,01,90,55,49,44,39,34,30,23,17,11,0
2023,Jun,4HB1/01R,Human Biology,01R,90,65,60,56,52,48,44,36,28,21,0
2023,Jun,4HB1/02,Human Biology,02,90,78,72,67,59,52,45,37,29,21,0
2023,Jun,4HB1/02R,Human Biology,02R,90,82,77,73,67,61,55,46,38,30,0
2023,Jun,4HI1/01,History,01,60,50,45,41,36,31,27,20,13,6,0
2023,Jun,4HI1/01R,History,01R,60,51,45,40,35,30,26,19,12,5,0
2023,Jun,4HI1/02,History,02,60,48,43,38,34,30,27,20,13,6,0
2023,Jun,4HI1/02R,History,02R,60,43,37,32,28,25,22,16,10,5,0
2023,Jun,4IS1/01,Islamic Studies,01,90,76,71,66,59,53,47,40,33,27,0
2023,Jun,4IT1/01,ICT,01,100,74,68,62,54,46,38,29,21,13,0
2023,Jun,4IT1/01R,ICT,01R,100,74,67,61,52,43,34,27,20,13,0
2023,Jun,4IT1/02,ICT,02,100,77,71,65,57,49,42,32,23,14,0
2023,Jun,4MA1/1F,Mathematics A (Foundation),1F,100,,,,,71,60,44,28,12,0
2023,Jun,4MA1/1FR,Mathematics A (Foundation),1FR,100,,,,,68,53,38,24,10,0
2023,Jun,4MA1/1H,Mathematics A (Higher),1H,100,75,61,47,36,26,16,11,,,0
2023,Jun,4MA1/1HR,Mathematics A (Higher),1HR,100,81,67,54,42,30,19,13,,,0
2023,Jun,4MA1/2F,Mathematics A (Foundation),2F,100,,,,,69,57,42,27,12,0
2023,Jun,4MA1/2FR,Mathematics A (Foundation),2FR,100,,,,,69,55,39,23,8,0
2023,Jun,4MA1/2H,Mathematics A (Higher),2H,100,77,62,48,38,28,19,14,,,0
2023,Jun,4MA1/2HR,Mathematics A (Higher),2HR,100,79,64,49,38,27,17,12,,,0
2023,Jun,4MB1/01,Mathematics B,01,100,77,63,50,41,32,23,18,,,0
2023,Jun,4MB1/01R,Mathematics B,01R,100,75,62,50,41,32,24,20,,,0
2023,Jun,4MB1/02,Mathematics B,02,100,77,63,49,40,32,24,20,,,0
2023,Jun,4MB1/02R,Mathematics B,02R,100,78,63,49,40,32,24,20,,,0
2023,Jun,4PA1/01,Pakistan Studies,01,75,65,60,55,50,45,41,32,24,16,0
2023,Jun,4PA1/02,Pakistan Studies,02,75,65,60,55,50,45,41,32,24,16,0
2023,Jun,4PH1/1P,Physics,1P,110,88,78,69,62,55,48,40,33,26,0
2023,Jun,4PH1/1PR,Physics,1PR,110,84,71,59,53,47,41,34,27,21,0
2023,Jun,4PH1/2P,Physics,2P,70,57,50,43,40,37,34,28,22,16,0
2023,Jun,4PH1/2PR,Physics,2PR,70,59,50,42,36,31,26,21,16,12,0
2023,Jun,4PM1/01,Further Pure Mathematics,01,100,81,71,62,48,35,22,15,0,0,0
2023,Jun,4PM1/01R,Further Pure Mathematics,01R,100,84,74,65,52,39,26,19,0,0,0
2023,Jun,4PM1/02,Further Pure Mathematics,02,100,84,74,64,50,37,24,17,0,0,0
2023,Jun,4PM1/02R,Further Pure Mathematics,02R,100,86,76,66,52,39,26,19,0,0,0
2023,Jun,4PY1/01,Art & Design: Photography,01,72,61,56,51,45,39,34,26,19,12,0
2023,Jun,4PY1/02,Art & Design: Photography,02,72,61,56,51,45,39,34,26,19,12,0
2023,Jun,4RS1/01,Religious Studies,01,100,68,62,57,54,51,48,40,32,25,0
2023,Jun,4RS1/02,Religious Studies,02,60,42,39,36,33,30,28,24,20,16,0
2023,Jun,4SI1/01,Sinhala,01,100,87,80,73,66,60,54,47,40,33,0
2023,Jun,4SP1/01,Spanish,01,40,33,27,22,19,16,14,11,9,7,0
2023,Jun,4SP1/01R,Spanish,01R,40,31,25,20,17,14,12,10,9,8,0
2023,Jun,4SP1/02,Spanish,02,80,65,55,45,39,33,28,22,16,11,0
2023,Jun,4SP1/02R,Spanish,02R,80,59,50,41,35,30,25,19,13,8,0
2023,Jun,4SP1/03,Spanish,03,40,36,30,25,21,18,15,12,10,8,0
2023,Jun,4SP1/03T,Spanish,03T,40,36,30,25,21,18,15,12,10,8,0
2023,Jun,4SS0/1B,Science (Single Award),1B,60,55,48,41,36,31,27,22,18,14,0
2023,Jun,4SS0/1C,Science (Single Award),1C,60,53,46,39,34,29,25,20,16,12,0
2023,Jun,4SS0/1P,Science (Single Award),1P,60,56,49,43,38,34,30,25,20,16,0
2023,Jun,4SW1/01,Swahili,01,80,67,61,56,48,40,33,27,22,17,0
2023,Jun,4SW1/02,Swahili,02,40,31,27,24,20,17,14,11,9,7,0
2023,Jun,4TA1/01,Tamil,01,100,78,75,72,69,66,64,52,40,28,0
2023,Jun,4TD1/01,Art & Design: 3D Design,01,72,61,56,51,45,39,34,26,19,12,0
2023,Jun,4TD1/02,Art & Design: 3D Design,02,72,61,56,51,45,39,34,26,19,12,0
2023,Jun,4TE1/01,Art & Design: Textiles,01,72,61,56,51,45,39,34,26,19,12,0
2023,Jun,4TE1/02,Art & Design: Textiles,02,72,61,56,51,45,39,34,26,19,12,0
2023,Nov,4AA1/01,Arabic (First Language),01,75,48,44,40,36,32,29,21,14,7,0
2023,Nov,4AA1/02,Arabic (First Language),02,50,41,37,34,30,26,23,17,11,5,0
2023,Nov,4AC1/01,Accounting,01,100,86,78,71,63,55,48,37,26,15,0
2023,Nov,4AC1/02,Accounting,02,50,45,41,37,32,28,24,17,11,5,0
2023,Nov,4BA0/01,Bangla,01,100,77,71,66,57,48,39,29,20,11,0
2023,Nov,4BI1/1B,Biology,1B,110,84,74,64,56,48,41,34,27,20,0
2023,Nov,4BI1/2B,Biology,2B,70,58,50,43,37,31,25,20,15,11,0
2023,Nov,4BS1/01,Business,01,80,68,62,57,49,42,35,29,24,19,0
2023,Nov,4BS1/02,Business,02,80,64,59,54,46,39,32,27,22,18,0
2023,Nov,4CH1/1C,Chemistry,1C,110,89,76,63,54,45,37,29,21,13,0
2023,Nov,4CH1/2C,Chemistry,2C,70,58,49,40,34,28,23,18,13,8,0
2023,Nov,4CM1/01,Commerce,01,80,62,57,52,47,43,39,34,29,24,0
2023,Nov,4CM1/02,Commerce,02,80,61,56,51,47,43,39,34,29,24,0
2023,Nov,4CN1/01,Chinese,01,40,39,37,35,32,30,28,22,17,12,0
2023,Nov,4CN1/02,Chinese,02,80,74,70,66,62,59,56,42,28,15,0
2023,Nov,4CN1/03,Chinese,03,40,37,34,31,29,27,26,19,13,7,0
2023,Nov,4EA1/01,English Language A,01,90,68,64,61,56,51,46,34,22,11,0
2023,Nov,4EA1/02,English Language A,02,60,47,42,38,33,29,25,19,13,7,0
2023,Nov,4EA1/03,English Language A,03,60,55,50,45,40,35,30,24,18,13,0
2023,Nov,4EA1/03T,English Language A,03T,60,55,50,45,40,35,30,24,18,13,0
2023,Nov,4EA1/1C,English Language A,1C,90,68,64,61,56,51,46,34,22,11,0
2023,Nov,4EA1/2C,English Language A,2C,60,47,42,38,33,29,25,19,13,7,0
2023,Nov,4EB1/01,English Language B,01,100,70,64,59,55,52,49,38,27,17,0
2023,Nov,4EC1/01,Economics,01,80,61,56,51,47,43,40,35,30,25,0
2023,Nov,4EC1/02,Economics,02,80,60,54,49,45,41,37,31,25,20,0
2023,Nov,4ES1/01,English as a Second Language,01,100,91,88,86,80,74,69,61,53,46,0
2023,Nov,4ES1/02,English as a Second Language,02,40,39,36,34,30,27,24,20,17,14,0
2023,Nov,4ET1/01,English Literature,01,90,70,64,59,52,45,39,30,21,12,0
2023,Nov,4ET1/02,English Literature,02,60,47,43,40,34,29,24,18,12,6,0
2023,Nov,4ET1/03,English Literature,03,60,53,49,45,40,35,31,23,16,9,0
2023,Nov,4ET1/03T,English Literature,03T,60,53,49,45,40,35,31,23,16,9,0
2023,Nov,4FR1/01,French,01,40,35,31,28,25,22,20,14,9,4,0
2023,Nov,4FR1/02,French,02,80,67,58,50,45,40,36,27,18,9,0
2023,Nov,4FR1/03,French,03,40,32,28,24,21,18,15,12,9,6,0
2023,Nov,4FR1/03T,French,03T,40,32,28,24,21,18,15,12,9,6,0
2023,Nov,4GE1/01,Geography,01,70,55,49,43,38,33,28,21,14,8,0
2023,Nov,4GE1/02,Geography,02,105,81,73,65,57,49,41,31,22,13,0
2023,Nov,4HB1/01,Human Biology,01,90,56,50,45,40,35,31,24,18,12,0
2023,Nov,4HB1/02,Human Biology,02,90,78,72,67,59,52,45,37,29,21,0
2023,Nov,4HI1/01,History,01,60,50,45,40,35,30,26,19,12,6,0
2023,Nov,4HI1/02,History,02,60,47,42,37,33,30,27,20,13,6,0
2023,Nov,4IT1/01,ICT,01,100,74,68,62,54,46,38,29,21,13,0
2023,Nov,4IT1/02,ICT,02,100,77,71,65,57,49,42,32,23,14,0
2023,Nov,4MA1/1F,Mathematics A (Foundation),1F,100,,,,,68,57,41,26,11,0
2023,Nov,4MA1/1H,Mathematics A (Higher),1H,100,75,61,47,37,28,19,14,,,0
2023,Nov,4MA1/2F,Mathematics A (Foundation),2F,100,,,,,71,59,43,28,13,0
2023,Nov,4MA1/2H,Mathematics A (Higher),2H,100,77,62,48,38,29,20,15,,,0
2023,Nov,4MB1/01,Mathematics B,01,100,77,63,50,40,31,22,17,,,0
2023,Nov,4MB1/02,Mathematics B,02,100,77,63,49,41,33,26,22,,,0
2023,Nov,4PH1/1P,Physics,1P,110,85,75,66,59,52,45,37,29,22,0
2023,Nov,4PH1/2P,Physics,2P,70,57,50,43,40,37,34,28,22,16,0
2023,Nov,4PM1/01,Further Pure Mathematics,01,100,81,71,62,48,35,22,15,,,0
2023,Nov,4PM1/02,Further Pure Mathematics,02,100,84,74,64,50,37,24,17,,,0
2024,Jun,4AA1/01,Arabic (First Language),01,75,52,48,44,40,36,33,24,16,8,0
2024,Jun,4AA1/02,Arabic (First Language),02,50,40,36,33,29,25,21,16,11,6,0
2024,Jun,4AC1/01,Accounting,01,100,85,79,73,65,58,51,40,29,18,0
2024,Jun,4AC1/01R,Accounting,01R,100,88,81,75,67,59,51,38,25,12,0
2024,Jun,4AC1/02,Accounting,02,50,43,40,37,34,31,28,21,15,9,0
2024,Jun,4AC1/02R,Accounting,02R,50,48,44,41,37,34,31,23,15,7,0
2024,Jun,4BA0/01,Bangla,01,100,82,76,70,61,53,45,35,26,17,0
2024,Jun,4BI1/1B,Biology,1B,110,87,78,70,61,53,45,37,30,23,0
2024,Jun,4BI1/1BR,Biology,1BR,110,87,79,71,62,54,46,38,30,23,0
2024,Jun,4BI1/2B,Biology,2B,70,54,47,41,35,29,23,18,14,10,0
2024,Jun,4BI1/2BR,Biology,2BR,70,54,47,40,34,28,23,19,15,12,0
2024,Jun,4BN1/01,Bangladesh Studies,01,75,66,59,52,47,42,37,29,21,14,0
2024,Jun,4BN1/02,Bangladesh Studies,02,75,65,61,57,51,45,40,32,24,16,0
2024,Jun,4BS1/01,Business,01,80,65,60,56,49,42,36,32,29,26,0
2024,Jun,4BS1/01R,Business,01R,80,71,66,61,53,45,38,32,27,22,0
2024,Jun,4BS1/02,Business,02,80,68,62,57,51,46,41,35,29,24,0
2024,Jun,4BS1/02R,Business,02R,80,68,64,61,54,47,41,34,28,22,0
2024,Jun,4BS1/1C,Business,1C,80,65,60,56,49,42,36,32,29,26,0
2024,Jun,4BS1/1CR,Business,1CR,80,71,66,61,53,45,38,32,27,22,0
2024,Jun,4BS1/2C,Business,2C,80,68,62,57,51,46,41,35,29,24,0
2024,Jun,4BS1/2CR,Business,2CR,80,68,64,61,54,47,41,34,28,22,0
2024,Jun,4CH1/1C,Chemistry,1C,110,86,75,64,56,48,41,32,24,16,0
2024,Jun,4CH1/1CR,Chemistry,1CR,110,87,74,61,54,47,40,31,22,13,0
2024,Jun,4CH1/2C,Chemistry,2C,70,60,52,45,39,34,29,23,17,11,0
2024,Jun,4CH1/2CR,Chemistry,2CR,70,60,53,46,40,34,29,23,17,11,0
2024,Jun,4CM1/01,Commerce,01,80,62,58,55,51,47,44,40,36,32,0
2024,Jun,4CM1/01R,Commerce,01R,80,69,64,59,55,51,47,44,41,38,0
2024,Jun,4CM1/02,Commerce,02,80,61,56,52,49,46,44,40,36,33,0
2024,Jun,4CM1/02R,Commerce,02R,80,64,56,48,45,43,41,37,33,30,0
2024,Jun,4CN1/01,Chinese,01,40,37,35,33,30,27,25,21,17,13,0
2024,Jun,4CN1/01R,Chinese,01R,40,37,35,33,30,27,25,20,16,12,0
2024,Jun,4CN1/02,Chinese,02,80,71,63,55,50,46,42,32,22,13,0
2024,Jun,4CN1/02R,Chinese,02R,80,70,62,54,49,45,41,31,21,12,0
2024,Jun,4CN1/03,Chinese,03,40,37,34,31,29,27,26,19,13,7,0
2024,Jun,4CP0/01,Computer Science,01,80,57,53,50,43,37,31,22,13,5,0
2024,Jun,4CP0/02,Computer Science,02,80,77,72,67,60,54,48,34,20,7,0
2024,Jun,4EA1/01,English Language A,01,90,70,66,62,56,51,46,34,22,10,0
2024,Jun,4EA1/01R,English Language A,01R,90,71,66,61,56,51,47,34,22,10,0
2024,Jun,4EA1/02,English Language A,02,60,42,39,36,32,28,25,18,12,6,0
2024,Jun,4EA1/02R,English Language A,02R,60,43,40,37,33,29,26,19,12,6,0
2024,Jun,4EA1/03,English Language A,03,60,53,49,46,41,36,31,25,19,13,0
2024,Jun,4EA1/03T,English Language A,03T,60,53,49,46,41,36,31,25,19,13,0
2024,Jun,4EA1/1C,English Language A,1C,90,70,66,62,56,51,46,34,22,10,0
2024,Jun,4EA1/1CR,English Language A,1CR,90,71,66,61,56,51,47,34,22,10,0
2024,Jun,4EA1/2C,English Language A,2C,60,42,39,36,32,28,25,18,12,6,0
2024,Jun,4EA1/2CR,English Language A,2CR,60,43,40,37,33,29,26,19,12,6,0
2024,Jun,4EB1/01,English Language B,01,100,68,63,58,55,52,49,37,26,15,0
2024,Jun,4EB1/01R,English Language B,01R,100,67,62,57,54,51,48,37,26,15,0
2024,Jun,4EC1/01,Economics,01,80,58,52,46,42,38,34,28,23,18,0
2024,Jun,4EC1/01R,Economics,01R,80,57,50,44,41,39,37,30,23,17,0
2024,Jun,4EC1/02,Economics,02,80,55,50,46,42,38,35,29,23,18,0
2024,Jun,4EC1/02R,Economics,02R,80,57,51,46,41,36,31,26,21,16,0
2024,Jun,4EC1/1C,Economics,1C,80,58,52,46,42,38,34,28,23,18,0
2024,Jun,4EC1/1CR,Economics,1CR,80,57,50,44,41,39,37,30,23,17,0
2024,Jun,4EC1/2C,Economics,2C,80,55,50,46,42,38,35,29,23,18,0
2024,Jun,4EC1/2CR,Economics,2CR,80,57,51,46,41,36,31,26,21,16,0
2024,Jun,4ES1/01,English as a Second Language,01,100,92,89,86,80,75,70,62,55,48,0
2024,Jun,4ES1/01R,English as a Second Language,01R,100,90,86,83,77,71,66,58,51,44,0
2024,Jun,4ES1/02,English as a Second Language,02,40,39,36,34,32,30,28,23,19,15,0
2024,Jun,4ES1/02R,English as a Second Language,02R,40,39,35,32,30,28,26,22,18,14,0
2024,Jun,4ET1/01,English Literature,01,90,71,65,60,53,46,40,30,21,12,0
2024,Jun,4ET1/01R,English Literature,01R,90,72,66,61,54,48,42,32,22,12,0
2024,Jun,4ET1/02,English Literature,02,60,47,45,43,37,32,27,20,13,6,0
2024,Jun,4ET1/02R,English Literature,02R,60,50,45,41,36,31,27,20,13,6,0
2024,Jun,4ET1/03,English Literature,03,60,53,49,46,41,36,31,23,16,9,0
2024,Jun,4ET1/03T,English Literature,03T,60,53,49,46,41,36,31,23,16,9,0
2024,Jun,4ET1/1C,English Literature,1C,90,71,65,60,53,46,40,30,21,12,0
2024,Jun,4ET1/1CR,English Literature,1CR,90,72,66,61,54,48,42,32,22,12,0
2024,Jun,4ET1/2C,English Literature,2C,60,47,45,43,37,32,27,20,13,6,0
2024,Jun,4ET1/2CR,English Literature,2CR,60,50,45,41,36,31,27,20,13,6,0
2024,Jun,4FA1/01,Art & Design: Fine Art,01,72,61,56,51,45,39,34,26,19,12,0
2024,Jun,4FA1/02,Art & Design: Fine Art,02,72,61,56,51,45,39,34,26,19,12,0
2024,Jun,4FR1/01,French,01,40,35,31,28,25,22,20,15,10,5,0
2024,Jun,4FR1/01R,French,01R,40,31,28,26,22,18,15,12,9,7,0
2024,Jun,4FR1/02,French,02,80,67,58,49,44,40,36,27,18,9,0
2024,Jun,4FR1/02R,French,02R,80,62,53,45,39,33,28,21,15,9,0
2024,Jun,4FR1/03,French,03,40,32,28,24,21,18,15,12,9,6,0
2024,Jun,4FR1/03T,French,03T,40,32,28,24,21,18,15,12,9,6,0
2024,Jun,4GC1/01,Art & Design: Graphic Commnication,01,72,61,56,51,45,39,34,26,19,12,0
2024,Jun,4GC1/02,Art & Design: Graphic Commnication,02,72,61,56,51,45,39,34,26,19,12,0
2024,Jun,4GE1/01,Geography,01,70,53,48,43,38,33,28,21,14,8,0
2024,Jun,4GE1/01R,Geography,01R,70,53,48,43,38,33,28,21,14,8,0
2024,Jun,4GE1/02,Geography,02,105,82,74,66,58,50,43,33,24,15,0
2024,Jun,4GE1/02R,Geography,02R,105,82,74,66,58,50,43,33,24,15,0
2024,Jun,4GK1/01,Greek (First Language),01,75,60,56,52,47,42,37,31,25,19,0
2024,Jun,4GK1/02,Greek (First Language),02,50,45,41,37,34,31,28,22,16,10,0
2024,Jun,4GL1/01,Global Citizenship,01,100,80,74,68,63,58,53,40,27,14,0
2024,Jun,4GN1/01,German,01,40,34,31,29,24,20,16,12,9,6,0
2024,Jun,4GN1/01R,German,01R,40,34,32,31,26,21,16,12,9,6,0
2024,Jun,4GN1/02,German,02,80,63,54,45,39,33,27,22,18,14,0
2024,Jun,4GN1/02R,German,02R,80,63,53,43,37,31,25,21,17,14,0
2024,Jun,4GN1/03,German,03,40,36,30,25,21,18,15,12,10,8,0
2024,Jun,4HB1/01,Human Biology,01,90,73,67,61,54,47,41,32,23,15,0
2024,Jun,4HB1/01R,Human Biology,01R,90,75,71,67,62,57,53,44,35,26,0
2024,Jun,4HB1/02,Human Biology,02,90,79,73,68,61,54,47,37,28,19,0
2024,Jun,4HB1/02R,Human Biology,02R,90,73,68,63,57,51,46,38,30,22,0
2024,Jun,4HI1/01,History,01,60,50,45,41,36,32,28,21,14,7,0
2024,Jun,4HI1/01R,History,01R,60,51,45,40,35,30,26,19,12,6,0
2024,Jun,4HI1/02,History,02,60,48,44,40,36,32,28,21,14,7,0
2024,Jun,4HI1/02R,History,02R,60,46,41,36,32,28,25,18,12,6,0
2024,Jun,4HI1/1C,History,1C,60,50,45,41,36,32,28,21,14,7,0
2024,Jun,4HI1/1CR,History,1CR,60,51,45,40,35,30,26,19,12,6,0
2024,Jun,4HI1/2C,History,2C,60,48,44,40,36,32,28,21,14,7,0
2024,Jun,4HI1/2CR,History,2CR,60,46,41,36,32,28,25,18,12,6,0
2024,Jun,4IS1/01,Islamic Studies,01,90,80,76,73,68,63,58,53,48,43,0
2024,Jun,4IT1/01,ICT,01,100,75,69,63,55,47,40,32,24,16,0
2024,Jun,4IT1/01R,ICT,01R,100,73,68,64,55,47,39,29,20,11,0
2024,Jun,4IT1/02,ICT,02,100,77,71,66,58,51,44,34,24,15,0
2024,Jun,4MA1/1F,Mathematics A (Foundation),1F,100,,,,,72,60,43,27,11,0
2024,Jun,4MA1/1FR,Mathematics A (Foundation),1FR,100,,,,,70,59,43,28,13,0
2024,Jun,4MA1/1H,Mathematics A (Higher),1H,100,80,66,52,40,28,17,11,,,0
2024,Jun,4MA1/1HR,Mathematics A (Higher),1HR,100,83,69,55,43,31,20,14,,,0
